cagl_id,gwk60_id_clean,qng_id,cgla_gene_name_from_deseq,cgla_common_name,cg_to_sc_relationship,pre_WGD_Ancestor,scer_gene_id,scer_gene_name,SGD_essentiality,SGD_description
CAGL0K03377g,GWK60_K03223,QNG15537.1,GWK60_K03223,,2-to-2,Anc_2.450,YMR102C,,,"Protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; mutant shows increased resistance to azoles; not an essential gene; YMR102C has a paralog, DGR2, that arose from the whole genome duplication"
CAGL0K03399g,GWK60_K03245,QNG15538.1,YPK2,YPK2,2-to-2,Anc_2.446,YMR104C,YPK2,,"Protein kinase similar to serine/threonine protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; homolog of mammalian kinase SGK; YPK2 has a paralog, YPK1, that arose from the whole genome duplication"
CAGL0K03421g,GWK60_K03267,QNG15539.1,GWK60_K03267,,2-to-2,Anc_2.445,YMR105C,PGM2,,"Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog, PGM1, that arose from the whole genome duplication"
CAGL0K03443g,GWK60_K03289,QNG15540.1,YKU80,YKU80,1-to-1,Anc_2.444,YMR106C,YKU80,,"Subunit of the telomeric Ku complex (Yku70p-Yku80p); involved in telomere length maintenance, structure and telomere position effect; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair"
CAGL0K03459g,GWK60_K03311,QNG15541.1,GWK60_K03311,,1-to-1,Anc_2.443,YMR107W,SPG4,,Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources
CAGL0K03465g,GWK60_K03333,QNG15542.1,GWK60_K03333,,1-to-1,Anc_2.441,YMR108W,ILV2,,"Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control"
CAGL0K03487g,GWK60_K03355,QNG15543.1,GWK60_K03355,,2-to-2,Anc_2.440,YMR109W,MYO5,,"One of two type I myosins; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog, MYO3, that arose from the whole genome duplication"
CAGL0K03509g,GWK60_K03377,QNG15544.1,HFD1,HFD1,1-to-1,Anc_2.439,YMR110C,HFD1,,"Hexadecenal dehydrogenase; involved in the conversion of sphingosine 1-phosphate breakdown product hexadecenal to hexadecenoic acid; located in the mitochondrial outer membrane and also in lipid particles; has similarity to ALDH3A2, a human fatty aldehyde dehydrogenase (FALDH) mutated in Sjogren-Larsson syndrome, a neurocutaneous disorder"
CAGL0K03531g,GWK60_K03399,QNG15545.1,GWK60_K03399,,1-to-1,Anc_2.436,YMR112C,MED11,inviable,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential protein
CAGL0K03553g,GWK60_K03421,QNG15546.1,FOL3,FOL3,1-to-2,Anc_2.435,YMR113W,FOL3,inviable,"Dihydrofolate synthetase, involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog, RMA1, that arose from the whole genome duplication"
CAGL0K03575g,GWK60_K03443,QNG15547.1,GWK60_K03443,,1-to-1,Anc_2.434,YMR114C,,,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"
CAGL0K03597g,GWK60_K03465,QNG15548.1,GWK60_K03465,,2-to-2,Anc_2.433,YMR115W,MGR3,,Subunit of the mitochondrial (mt) i-AAA protease supercomplex; i-AAA degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA
CAGL0K03619g,GWK60_K03487,QNG15549.1,GWK60_K03487,,1-to-1,Anc_2.427,YMR117C,SPC24,inviable,"Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
CAGL0K03641g,GWK60_K03509,QNG15550.1,GWK60_K03509,,2-to-2,Anc_2.419,YNL008C,ASI3,,"Putative integral membrane E3 ubiquitin ligase; acts with Asi1p and Asi2p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals; ASI3 has a paralog, ASI1, that arose from the whole genome duplication"
CAGL0K03663g,GWK60_K03531,QNG15551.1,GWK60_K03531,,1-to-1,Anc_2.416,YMR122W-A,,,Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and endoplasmic reticulum
CAGL0K03685g,GWK60_K03553,QNG15552.1,GWK60_K03553,,1-to-1,Anc_2.415,YMR123W,PKR1,,V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress
CAGL0K03707g,GWK60_K03575,QNG15553.1,GWK60_K03575,,1-to-2,Anc_2.414,YMR124W,,,"Protein of unknown function; GFP-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; interacts with Crm1p in two-hybrid assay; not an essential gene; predicted to have a role in organelle organization; YMR124W has a paralog, YLR031W, that arose from the whole genome duplication"
CAGL0K03729g,GWK60_K03597,QNG15554.1,GWK60_K03597,,1-to-1,Anc_2.413,YMR125W,STO1,,Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80
CAGL0K03751g,GWK60_K03619,QNG15555.1,GWK60_K03619,,1-to-1,Anc_2.412,YMR126C,DLT1,,Protein of unknown function; mutant sensitive to 6-azauracil (6AU) and mycophenolic acid (MPA)
CAGL0K03773g,GWK60_K03641,QNG15556.1,GWK60_K03641,,1-to-1,Anc_2.410,YMR127C,SAS2,,Histone acetyltransferase (HAT) catalytic subunit of the SAS complex; acetylates free histones and nucleosomes and regulates transcriptional silencing; member of the MYSTacetyltransferase family; other members are Sas4p and Sas5p
CAGL0K03795g,GWK60_K03663,QNG15557.1,GWK60_K03663,,1-to-1,Anc_2.409,YMR128W,ECM16,inviable,Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; predominantly nucleolar in distribution; required for 18S rRNA synthesis
CAGL0K03817g,GWK60_K03685,QNG15558.1,POM152,POM152,1-to-1,Anc_2.406,YMR129W,POM152,,"Glycoprotein subunit of transmembrane ring of nuclear pore complex; contributes to nucleocytoplasmic transport, nuclear pore complex (NPC) biogenesis and spindle pole body duplication; homologous to human NUP210"
CAGL0K03839g,GWK60_K03707,QNG15559.1,GWK60_K03707,,1-to-1,Anc_2.404,YMR130W,,,Putative protein of unknown function; YMR130W is not an essential gene
CAGL0K03861g,GWK60_K03729,QNG15560.1,GWK60_K03729,,1-to-1,Anc_2.401,YMR131C,RRB1,inviable,Nuclear protein involved in early steps of ribosome biogenesis; physically interacts with the ribosomal protein Rpl3p; essential gene
CAGL0K03883g,GWK60_K03751,QNG15561.1,GWK60_K03751,,1-to-1,Anc_2.400,YMR132C,JLP2,,Protein of unknown function; contains sequence that closely resembles a J domain (typified by the E. coli DnaJ protein)
CAGL0K03905g,GWK60_K03773,QNG15562.1,GWK60_K03773,,1-to-1,Anc_2.399,YMR133W,REC114,,Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division
CAGL0K03927g,GWK60_K03795,QNG15563.1,GWK60_K03795,,1-to-1,Anc_2.397,YMR134W,ERG29,inviable,"Protein of unknown function involved in ergosterol biosynthesis; conditional mutants produce less ergosterol, display impaired oxygen consumption, respiratory growth, mitochondrial iron utilization, and are more sensitive to oxidative stress; mutant bm-8 has a growth defect on iron-limited medium that is complemented by overexpression of Yfh1p; protein localizes to the cytoplasm, ER and nuclear envelope; highly conserved in ascomycetes"
CAGL0K03949g,GWK60_K03817,QNG15564.1,GWK60_K03817,,1-to-1,Anc_2.396,YMR135C,GID8,,"Subunit of GID Complex, binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p, Fyv10 and Vid28p to GID Complex; contains LisH, CTLH, and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START"
CAGL0K03971g,GWK60_K03839,QNG15565.1,GWK60_K03839,,1-to-1,Anc_4.166,YGR028W,MSP1,,Mitochondrial protein involved in mitochondrial protein sorting; putative membrane-spanning ATPase
CAGL0K03993g,GWK60_K03861,QNG15566.1,GWK60_K03861,,1-to-1,Anc_4.169,YGR030C,POP6,inviable,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia"
CAGL0K04015g,GWK60_K03883,QNG15567.1,GWK60_K03883,,1-to-1,Anc_4.172,YGR031W,IMO32,,Conserved mitochondrial protein of unknown function; processed by both mitochondrial processing peptidase and mitochondrial octapeptidyl aminopeptidase; gene contains the nested antisense gene NAG1
CAGL0K04037g,GWK60_K03905,QNG15568.1,FKS2,FKS2,2-to-2,Anc_4.173,YGR032W,GSC2,,"Catalytic subunit of 1,3-beta-glucan synthase; involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; GSC2 has a paralog, FKS1, that arose from the whole genome duplication"
CAGL0K04059g,GWK60_K03927,QNG15569.1,GWK60_K03927,,1-to-1,Anc_4.175,YGR033C,TIM21,,Nonessential component of the TIM23 complex; interacts with the Translocase of the Outer Mitochondrial membrane (TOM complex) and with respiratory enzymes; may regulate the Translocase of the Inner Mitochondrial membrane (TIM23 complex) activity
CAGL0K04103g,GWK60_K03971,QNG15570.1,GWK60_K03971,,1-to-1,Anc_4.179,YGR036C,CAX4,,Dolichyl pyrophosphate (Dol-P-P) phosphatase; has a luminally oriented active site in the ER; cleaves the anhydride linkage in Dol-P-P; required for Dol-P-P-linked oligosaccharide intermediate synthesis and protein N-glycosylation
CAGL0K04125g,GWK60_K03993,QNG15571.1,GWK60_K03993,,1-to-1,Anc_4.181,YGR037C,ACB1,,"Acyl-CoA-binding protein; transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes; subject to starvation-induced, Grh1p-mediated unconventional secretion; protein abundance increases in response to DNA replication stress"
CAGL0K04147g,GWK60_K04015,QNG15572.1,GWK60_K04015,,2-to-2,Anc_4.182,YGR038W,ORM1,,"Protein of unknown function; evolutionarily conserved, required for resistance to agents that induce unfolded protein response; Orm1p and Orm2p together control membrane biogenesis by coordinating lipid homeostasis with protein quality control; ORM1 has a paralog, ORM2, that arose from the whole genome duplication"
CAGL0K04169g,GWK60_K04037,QNG15573.1,GWK60_K04037,,1-to-1,Anc_4.184,YGR040W,KSS1,,Mitogen-activated protein kinase (MAPK); involved in signal transduction pathways that control filamentous growth and pheromone response; the KSS1 gene is nonfunctional in S288C strains and functional in W303 strains
CAGL0K04191g,GWK60_K04059,QNG15574.1,GWK60_K04059,,2-to-2,Anc_4.186,YGR041W,BUD9,,"Protein involved in bud-site selection; mutant has increased aneuploidy tolerance; diploid mutants display a unipolar budding pattern instead of the wild-type bipolar pattern, and bud at the distal pole; BUD9 has a paralog, BUD8, that arose from the whole genome duplication"
CAGL0K04213g,GWK60_K04081,QNG15575.1,GWK60_K04081,,1-to-1,Anc_4.187,YGR042W,,,Protein of unknown function; involved in maintenance of proper telomere length; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; forms nuclear foci upon DNA replication stress
CAGL0K04235g,GWK60_K04103,QNG15576.1,GWK60_K04103,,2-to-2,Anc_4.188,YGR043C,NQM1,,"Transaldolase of unknown function; transcription is repressed by Mot1p and induced by alpha-factor and during diauxic shift; NQM1 has a paralog, TAL1, that arose from the whole genome duplication"
CAGL0K04257g,GWK60_K04125,QNG15577.1,RME1,RME1,1-to-1,Anc_4.189,YGR044C,RME1,,Zinc finger protein involved in control of meiosis; prevents meiosis by repressing IME1 expression and promotes mitosis by activating CLN2 expression; directly repressed by a1-alpha2 regulator; mediates cell type control of sporulation; relocalizes from nucleus to cytoplasm upon DNA replication stress
CAGL0K04279g,GWK60_K04147,QNG15578.1,SCM4,SCM4,2-to-2,Anc_4.191,YGR049W,SCM4,,"Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication"
CAGL0K04301g,GWK60_K04169,QNG15579.1,GWK60_K04169,,1-to-1,Anc_4.192,YGR052W,FMP48,,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation"
CAGL0K04323g,GWK60_K04191,QNG15580.1,GWK60_K04191,,1-to-1,Anc_4.193,YGR053C,,,Putative protein of unknown function
CAGL0K04345g,GWK60_K04213,QNG15581.1,GWK60_K04213,,1-to-1,Anc_4.194,YGR054W,,,"Eukaryotic initiation factor (eIF) 2A; associates specifically with both 40S subunits and 80 S ribosomes, and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A"
CAGL0K04367g,GWK60_K04235,QNG15582.1,GWK60_K04235,,2-to-1,Anc_4.195,YGR055W,MUP1,,High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake
CAGL0K04389g,GWK60_K04257,QNG15583.1,GWK60_K04257,,2-to-2,Anc_4.196,YGR056W,RSC1,,"Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook; RSC1 has a paralog, RSC2, that arose from the whole genome duplication"
CAGL0K04411g,GWK60_K04279,QNG15584.1,GWK60_K04279,,1-to-1,Anc_4.198,YGR057C,LST7,,Protein possibly involved in a post-Golgi secretory pathway; required for the transport of nitrogen-regulated amino acid permease Gap1p from the Golgi to the cell surface
CAGL0K04433g,GWK60_K04301,QNG15585.1,GWK60_K04301,,1-to-1,Anc_4.203,YGR058W,PEF1,,"Penta-EF-hand protein; required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud neck in G2; binds to Sec31p and modulates COPII coat assembly"
CAGL0K04455g,GWK60_K04323,QNG15586.1,GWK60_K04323,,1-to-1,Anc_4.204,YGR059W,SPR3,,Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes
CAGL0K04477g,GWK60_K04345,QNG15587.1,GWK60_K04345,,1-to-1,Anc_4.206,YGR060W,ERG25,inviable,"C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol"
CAGL0K04499g,GWK60_K04367,QNG15588.1,GWK60_K04367,,1-to-1,Anc_4.207,YGR061C,ADE6,,Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway
CAGL0K04521g,GWK60_K04389,QNG15589.1,GWK60_K04389,,1-to-1,Anc_4.209,YGR062C,COX18,,"Protein required for membrane insertion of C-terminus of Cox2p; mitochondrial integral inner membrane protein; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC"
CAGL0K04543g,GWK60_K04411,QNG15590.1,GWK60_K04411,,1-to-1,Anc_4.210,YGR063C,SPT4,,"Component of the universally conserved Spt4/5 complex (DSIF complex); the complex has multiple roles in concert with RNA polymerases I and II, including regulation of transcription elongation, RNA processing, quality control, and transcription-coupled DNA repair; Spt4p also localizes to kinetochores and heterochromatin and affects chromosome dynamics and silencing; required for transcription through lengthy trinucleotide repeats in ORFs or non-protein coding regions"
CAGL0K04565g,GWK60_K04433,QNG15591.1,GWK60_K04433,,1-to-1,Anc_4.212,YGR065C,VHT1,inviable,High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin
CAGL0K04587g,GWK60_K04455,QNG15592.1,GWK60_K04455,,1-to-1,Anc_4.213,YLR367W,RPS22B,,"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22B has a paralog, RPS22A, that arose from the whole genome duplication"
CAGL0K04609g,GWK60_K04477,QNG15593.1,GWK60_K04477,,1-to-0,,,,,
CAGL0K04631g,GWK60_K04499,QNG15594.1,GWK60_K04499,,1-to-1,Anc_4.214,YGR067C,,,Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p
CAGL0K04653g,GWK60_K04521,QNG15595.1,GWK60_K04521,,1-to-1,Anc_4.215,YGR068C,ART5,,Protein proposed to regulate endocytosis of plasma membrane proteins; regulates by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane
CAGL0K04697g,GWK60_K04543,QNG15596.1,GWK60_K04543,,2-to-2,Anc_4.222,YDL048C,STP4,,"Protein containing a Kruppel-type zinc-finger domain; similar to Stp1p, Stp2p; predicted transcription factor; relative distribution to the nucleus increases upon DNA replication stress; STP4 has a paralog, STP3, that arose from the whole genome duplication"
CAGL0K04708g,GWK60_K04565,QNG15597.1,GWK60_K04565,,1-to-0,,,,,
CAGL0K04719g,GWK60_K04587,QNG15598.1,GWK60_K04587,,1-to-1,Anc_2.043,YNL208W,,,"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi"
CAGL0K04741g,GWK60_K04609,QNG15599.1,SSB2,SSB2,2-to-2,Anc_2.041,YNL209W,SSB2,,"Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in the folding of newly-synthesized polypeptide chains; member of the HSP70 family; SSB2 has a paralog, SSB1, that arose from the whole genome duplication"
CAGL0K04785g,GWK60_K04631,QNG15600.1,GWK60_K04631,,1-to-1,Anc_2.036,YNL211C,,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene
CAGL0K04807g,GWK60_K04653,QNG15601.1,GWK60_K04653,,1-to-1,Anc_2.035,YNL212W,VID27,,"Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth"
CAGL0K04829g,GWK60_K04675,QNG15602.1,GWK60_K04675,,1-to-1,Anc_2.034,YNL213C,RRG9,,"Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
CAGL0K04851g,GWK60_K04697,QNG15603.1,PEX17,PEX17,1-to-1,Anc_2.033,YNL214W,PEX17,,Peroxisomal membrane peroxin and subunit of docking complex; complex facilitates the import of peroxisomal matrix proteins; required for peroxisome biogenesis
CAGL0K04873g,GWK60_K04719,QNG15604.1,GWK60_K04719,,2-to-1,Anc_2.032,,,,
CAGL0K04895g,GWK60_K04741,QNG15605.1,GWK60_K04741,,1-to-1,Anc_2.031,YNL215W,IES2,,Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress
CAGL0K04917g,GWK60_K04763,QNG15606.1,RAP1,RAP1,1-to-1,Anc_2.029,YNL216W,RAP1,inviable,"Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation and repression, chromatin silencing, and telomere length maintenance; relocalizes to the cytosol in response to hypoxia; conserved protein with an N-terminal BRCT domain, a central region with homology to the Myb DNA binding domain, and a C-terminal Rap1-specific protein-interaction domain (RCT domain)"
CAGL0K04939g,GWK60_K04785,QNG15607.1,GWK60_K04785,,1-to-1,Anc_2.028,YNL217W,,,Putative protein of unknown function; weak sequence similarity to bis (5'-nucleotidyl)-tetraphosphatases; (GFP)-fusion protein localizes to the vacuole; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate
CAGL0K04961g,GWK60_K04807,QNG15608.1,GWK60_K04807,YPD1,1-to-1,Anc_2.027,YDL235C,YPD1,inviable,Phosphorelay intermediate protein; phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus
CAGL0K04983g,GWK60_K04829,QNG15609.1,GWK60_K04829,,1-to-1,Anc_2.026,YNL218W,MGS1,,Protein with DNA-dependent ATPase and ssDNA annealing activities; involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP); forms nuclear foci upon DNA replication stress
CAGL0K05005g,GWK60_K04851,QNG15610.1,GWK60_K04851,,1-to-1,Anc_2.024,YNL219C,ALG9,,"Mannosyltransferase, involved in N-linked glycosylation; catalyzes both the transfer of seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; mutation of the human ortholog causes type 1 congenital disorders of glycosylation"
CAGL0K05027g,GWK60_K04873,QNG15611.1,GWK60_K04873,,1-to-1,Anc_2.023,YNL220W,ADE12,,Adenylosuccinate synthase; catalyzes the first step in synthesis of adenosine monophosphate from inosine 5'monophosphate during purine nucleotide biosynthesis; exhibits binding to single-stranded autonomously replicating (ARS) core sequence
CAGL0K05049g,GWK60_K04895,QNG15612.1,GWK60_K04895,,1-to-1,Anc_2.022,YNL221C,POP1,inviable,"Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; binds to the RPR1 RNA subunit in RNase P"
CAGL0K05071g,GWK60_K04917,QNG15613.1,GWK60_K04917,,1-to-1,Anc_2.019,YNL222W,SSU72,inviable,Phosphatase and transcription/RNA-processing factor; associates with TFIIB and cleavage/polyadenylation factor Pta1p; exhibits phosphatase activity on serine-5 and serine-7 of the RNA polymerase II C-terminal domain; affects start site selection and transcriptional read through in vivo
CAGL0K05093g,GWK60_K04939,QNG15614.1,GWK60_K04939,,1-to-1,Anc_7.430,YPR024W,YME1,,Catalytic subunit of the i-AAA protease complex; complex is located in the mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as a nonconventional translocation motor to pull PNPase into the intermembrane space; also has a role in intermembrane space protein folding; mutation causes an elevated rate of mitochondrial turnover
CAGL0K05115g,GWK60_K04961,QNG15615.1,GWK60_K04961,,1-to-1,Anc_7.431,YPR025C,CCL1,inviable,Cyclin associated with protein kinase Kin28p; Kin28p is the TFIIH-associated carboxy-terminal domain (CTD) kinase involved in transcription initiation at RNA polymerase II promoters
CAGL0K05137g,GWK60_K04983,QNG15616.1,GWK60_K04983,,1-to-1,Anc_7.433,YPR026W,ATH1,,Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress
CAGL0K05203g,GWK60_K05027,QNG15617.1,GWK60_K05027,,1-to-1,Anc_7.434,YPR028W,YOP1,,Membrane protein that interacts with Yip1p to mediate membrane traffic; interacts with Sey1p to maintain ER morphology; overexpression leads to cell death and accumulation of internal cell membranes; mutants have reduced phosphatidylserine transfer between the ER and mitochondria; forms ER foci upon DNA replication stress
CAGL0K05225g,GWK60_K05049,QNG15618.1,GWK60_K05049,,1-to-1,Anc_7.435,YPR029C,APL4,,Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport
CAGL0K05247g,GWK60_K05071,QNG15619.1,GWK60_K05071,,2-to-2,Anc_7.436,YPR030W,CSR2,,"Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p, deubiquitinated by Ubp2p; CSR2 has a paralog, ECM21, that arose from the whole genome duplication"
CAGL0K05269g,GWK60_K05093,QNG15620.1,GWK60_K05093,,1-to-1,Anc_7.439,YPR031W,NTO1,,Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3
CAGL0K05291g,GWK60_K05115,QNG15621.1,SRO7,SRO7,1-to-2,Anc_7.442,YPR032W,SRO7,,"Effector of Rab GTPase Sec4p; forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; homolog of Drosophila lgl tumor suppressor; SRO7 has a paralog, SRO77, that arose from the whole genome duplication"
CAGL0K05313g,GWK60_K05137,QNG15622.1,GWK60_K05137,,1-to-1,Anc_7.445,YPR033C,HTS1,inviable,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome
CAGL0K05335g,GWK60_K05159,QNG15623.1,GWK60_K05159,,1-to-1,Anc_7.448,YPR034W,ARP7,inviable,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation
CAGL0K05357g,GWK60_K05181,QNG15624.1,GLN1,GLN1,1-to-1,Anc_7.449,YPR035W,GLN1,inviable,"Glutamine synthetase (GS); synthesizes glutamine from glutamate and ammonia; with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source and by amino acid limitation; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress"
CAGL0K05379g,GWK60_K05203,QNG15625.1,VMA13,VMA13,1-to-1,Anc_7.450,YPR036W,VMA13,,Subunit H of the V1 peripheral membrane domain of V-ATPase; part of the electrogenic proton pump found throughout the endomembrane system; serves as an activator or a structural stabilizer of the V-ATPase; the V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase) has eight subunits
CAGL0K05390g,GWK60_K05225,QNG15626.1,GWK60_K05225,,1-to-0,,,,,
CAGL0K05401g,GWK60_K05247,QNG15627.1,GWK60_K05247,,1-to-1,Anc_7.456,YPR037C,ERV2,,Flavin-linked sulfhydryl oxidase localized to the ER lumen; involved in disulfide bond formation within the endoplasmic reticulum (ER)
CAGL0K05423g,GWK60_K05269,QNG15628.1,GWK60_K05269,,1-to-1,Anc_7.457,YPR040W,TIP41,,"Protein that interacts with Tap42p, which regulates PP2A; component of the TOR (target of rapamycin) signaling pathway; protein abundance increases in response to DNA replication stress"
CAGL0K05445g,GWK60_K05291,QNG15629.1,GWK60_K05291,,1-to-1,Anc_5.677,YOR073W,SGO1,,Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability
CAGL0K05467g,GWK60_K05313,QNG15630.1,CDC21,CDC21,1-to-1,Anc_5.678,YOR074C,CDC21,inviable,Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S
CAGL0K05489g,GWK60_K05335,QNG15631.1,GWK60_K05335,,1-to-1,Anc_5.679,YOR075W,UFE1,inviable,"t-SNARE protein required for retrograde vesicular traffic; also required for homotypic ER membrane fusion; forms a complex with the SNAREs Sec22p, Sec20p and Use1p to mediate fusion of Golgi-derived vesicles at the ER"
