"gwk60_id","qng_id","cagl_id","gene_name"
"GWK60_L07689","QNG16285.1","CAGL0L07546g","protein_coding"
"GWK60_L07711","QNG16286.1","CAGL0L07502g","protein_coding"
"GWK60_L07733","QNG16287.1","CAGL0L07480g","protein_coding"
"GWK60_L07755","QNG16288.1","CAGL0L07458g","protein_coding"
"GWK60_L07799","QNG16290.1","CAGL0L07414g","protein_coding"
"GWK60_L07821","QNG16291.1","CAGL0L07392g","protein_coding"
"GWK60_L07843","QNG16292.1","CAGL0L07370g","protein_coding"
"GWK60_L07865","QNG16293.1","CAGL0L07348g","protein_coding"
"GWK60_L07931","QNG16296.1","CAGL0L07282g","protein_coding"
"GWK60_L07953","QNG16297.1","CAGL0L07260g","protein_coding"
"GWK60_L07975","QNG16298.1","CAGL0L07238g","protein_coding"
"GWK60_L07997","QNG16299.1","CAGL0L07216g","protein_coding"
"GWK60_L08019","QNG16300.1","CAGL0L07194g","protein_coding"
"GWK60_L08041","QNG16301.1","CAGL0L07172g","protein_coding"
"GWK60_L08063","QNG16302.1","CAGL0L07150g","protein_coding"
"GWK60_L08085","QNG16303.1","CAGL0L07128g","protein_coding"
"GWK60_L08107","QNG16304.1","CAGL0L07106g","protein_coding"
"GWK60_L08129","QNG16305.1","CAGL0L07084g","protein_coding"
"GWK60_L08151","QNG16306.1","CAGL0L07062g","protein_coding"
"GWK60_L08173","QNG16307.1","CAGL0L07040g","protein_coding"
"GWK60_L08195","QNG16308.1","CAGL0L07018g","protein_coding"
"GWK60_L08217","QNG16309.1","CAGL0L06996g","protein_coding"
"GWK60_L08239","QNG16310.1","CAGL0L06974g","protein_coding"
"GWK60_L08283","QNG16312.1","CAGL0L06930g","protein_coding"
"GWK60_L08305","QNG16313.1","CAGL0L06908g","protein_coding"
"GWK60_L08327","QNG16314.1","CAGL0L06886g","protein_coding"
"GWK60_L08349","QNG16315.1","CAGL0L06864g","protein_coding"
"GWK60_L08393","QNG16317.1","CAGL0L06820g","protein_coding"
"GWK60_L08415","QNG16318.1","CAGL0L06798g","protein_coding"
"GWK60_L08437","QNG16319.1","CAGL0L06776g","protein_coding"
"GWK60_L08459","QNG16320.1","CAGL0L06754g","protein_coding"
"GWK60_L08481","QNG16321.1","CAGL0L06732g","protein_coding"
"GWK60_L08503","QNG16322.1","CAGL0L06710g","protein_coding"
"GWK60_L08525","QNG16323.1","CAGL0L06688g","protein_coding"
"GWK60_L08569","QNG16325.1","CAGL0L06644g","protein_coding"
"GWK60_L08635","QNG16328.1","CAGL0L06578g","protein_coding"
"GWK60_L08657","QNG16329.1","CAGL0L06556g","protein_coding"
"GWK60_L08679","QNG16330.1","CAGL0L06534g","protein_coding"
"GWK60_L08701","QNG16331.1","CAGL0L06512g","protein_coding"
"GWK60_L08723","QNG16332.1","CAGL0L06490g","protein_coding"
"GWK60_L08745","QNG16333.1","CAGL0L06468g","protein_coding"
"GWK60_L08767","QNG16334.1","CAGL0L06446g","protein_coding"
"GWK60_L08789","QNG16335.1","CAGL0L06424g","protein_coding"
"GWK60_L08855","QNG16337.1","CAGL0L06374g","protein_coding"
"GWK60_L08877","QNG16338.1","CAGL0L06358g","protein_coding"
"GWK60_L08899","QNG16339.1","CAGL0L06336g","protein_coding"
"GWK60_L08921","QNG16340.1","CAGL0L06314g","protein_coding"
"GWK60_L08943","QNG16341.1","CAGL0L06292g","protein_coding"
"GWK60_L08987","QNG16343.1","CAGL0L06248g","protein_coding"
"GWK60_L09009","QNG16344.1","CAGL0L06226g","protein_coding"
"GWK60_L09031","QNG16345.1","CAGL0L06204g","protein_coding"
"GWK60_L09053","QNG16346.1","CAGL0L06182g","protein_coding"
"GWK60_L09075","QNG16347.1","CAGL0L06160g","protein_coding"
"GWK60_L09119","QNG16349.1","CAGL0L06116g","protein_coding"
"GWK60_L09163","QNG16351.1","CAGL0L06072g","protein_coding"
"GWK60_L09185","QNG16352.1","CAGL0L06050g","protein_coding"
"GWK60_L09207","QNG16353.1","CAGL0L06028g","protein_coding"
"GWK60_L09229","QNG16354.1","CAGL0L06006g","protein_coding"
"GWK60_L09251","QNG16355.1","CAGL0L05984g","protein_coding"
"GWK60_L09273","QNG16356.1","CAGL0L05962g","protein_coding"
"GWK60_L09295","QNG16357.1","CAGL0L05940g","protein_coding"
"GWK60_L09317","QNG16358.1","CAGL0L05918g","protein_coding"
"GWK60_L09339","QNG16359.1","CAGL0L05896g","protein_coding"
"GWK60_L09361","QNG16360.1","CAGL0L05874g","protein_coding"
"GWK60_L09383","QNG16361.1","CAGL0L05852g","protein_coding"
"GWK60_L09405","QNG16362.1","CAGL0L05830g","protein_coding"
"GWK60_L09427","QNG16363.1","CAGL0L05786g","protein_coding"
"GWK60_L09471","QNG16364.1","CAGL0L05742g","protein_coding"
"GWK60_L09493","QNG16365.1","CAGL0L05720g","protein_coding"
"GWK60_L09515","QNG16366.1","CAGL0L05698g","protein_coding"
"GWK60_L09537","QNG16367.1","CAGL0L05676g","protein_coding"
"GWK60_L09603","QNG16370.1","CAGL0L05626g","protein_coding"
"GWK60_L09625","QNG16371.1","CAGL0L05610g","protein_coding"
"GWK60_L09647","QNG16372.1","CAGL0L05588g","protein_coding"
"GWK60_L09669","QNG16373.1","CAGL0L05566g","protein_coding"
"GWK60_L09691","QNG16374.1","CAGL0L05544g","protein_coding"
"GWK60_L09713","QNG16375.1","CAGL0L05522g","protein_coding"
"GWK60_L09735","QNG16376.1","CAGL0L05500g","protein_coding"
"GWK60_L09757","QNG16377.1","CAGL0L05478g","protein_coding"
"GWK60_L09823","QNG16380.1","CAGL0L05412g","protein_coding"
"GWK60_L09845","QNG16381.1","CAGL0L05390g","protein_coding"
"GWK60_L09867","QNG16382.1","CAGL0L05368g","protein_coding"
"GWK60_L09889","QNG16383.1","CAGL0L05346g","protein_coding"
"GWK60_L09911","QNG16384.1","CAGL0L05302g","protein_coding"
"GWK60_L09933","QNG16385.1","CAGL0L05280g","protein_coding"
"GWK60_L09955","QNG16386.1","CAGL0L05258g","protein_coding"
"GWK60_L09999","QNG16388.1","CAGL0L05192g","protein_coding"
"GWK60_L10021","QNG16389.1","CAGL0L05170g","protein_coding"
"GWK60_L10043","QNG16390.1","CAGL0L05148g","protein_coding"
"GWK60_L10065","QNG16391.1","CAGL0L05126g","protein_coding"
"GWK60_L10087","QNG16392.1","CAGL0L05104g","protein_coding"
"GWK60_L10109","QNG16393.1","CAGL0L05082g","protein_coding"
"GWK60_L10131","QNG16394.1","CAGL0L05060g","protein_coding"
"GWK60_L10153","QNG16395.1","CAGL0L05038g","protein_coding"
"GWK60_L10175","QNG16396.1","CAGL0L05016g","protein_coding"
"GWK60_L10197","QNG16397.1","CAGL0L04994g","protein_coding"
"GWK60_L10241","QNG16398.1","CAGL0L04950g","protein_coding"
"GWK60_L10263","QNG16399.1","CAGL0L04928g","protein_coding"
"GWK60_L10307","QNG16400.1","CAGL0L04884g","protein_coding"
"GWK60_L10329","QNG16401.1","CAGL0L04862g","protein_coding"
"GWK60_L10351","QNG16402.1","CAGL0L04840g","protein_coding"
"GWK60_L10373","QNG16403.1","CAGL0L04832g","protein_coding"
"GWK60_L10395","QNG16404.1","CAGL0L04818g","protein_coding"
"GWK60_L10417","QNG16405.1","CAGL0L04796g","protein_coding"
"GWK60_L10439","QNG16406.1","CAGL0L04774g","protein_coding"
"GWK60_L10461","QNG16407.1","CAGL0L04752g","protein_coding"
"GWK60_L10483","QNG16408.1","CAGL0L04730g","protein_coding"
"GWK60_L10505","QNG16409.1","CAGL0L04708g","protein_coding"
"GWK60_L10527","QNG16410.1","CAGL0L04686g","protein_coding"
"GWK60_L10571","QNG16412.1","CAGL0L04642g","protein_coding"
"GWK60_L10593","QNG16413.1","CAGL0L04620g","protein_coding"
"GWK60_L10615","QNG16414.1","CAGL0L04598g","protein_coding"
"GWK60_L10637","QNG16415.1","CAGL0L04576g","protein_coding"
"GWK60_L10659","QNG16416.1","CAGL0L04554g","protein_coding"
"GWK60_L10681","QNG16417.1","CAGL0L04532g","protein_coding"
"GWK60_L10703","QNG16418.1","CAGL0L04510g","protein_coding"
"GWK60_L10725","QNG16419.1","CAGL0L04488g","protein_coding"
"GWK60_L10747","QNG16420.1","CAGL0L04466g","protein_coding"
"GWK60_L10769","QNG16421.1","CAGL0L04444g","protein_coding"
"GWK60_L10791","QNG16422.1","CAGL0L04422g","protein_coding"
"GWK60_L10813","QNG16423.1","CAGL0L04400g","protein_coding"
"GWK60_L10835","QNG16424.1","CAGL0L04378g","protein_coding"
"GWK60_L10857","QNG16425.1","CAGL0L04356g","protein_coding"
"GWK60_L10879","QNG16426.1","CAGL0L04350g","protein_coding"
"GWK60_L10901","QNG16427.1","CAGL0L04334g","protein_coding"
"GWK60_L10923","QNG16428.1","CAGL0L04312g","protein_coding"
"GWK60_L10945","QNG16429.1","CAGL0L04290g","protein_coding"
"GWK60_L10967","QNG16430.1","CAGL0L04268g","protein_coding"
"GWK60_L11011","QNG16432.1","CAGL0L04224g","protein_coding"
"GWK60_L11033","QNG16433.1","CAGL0L04202g","protein_coding"
"GWK60_L11055","QNG16434.1","CAGL0L04180g","protein_coding"
"GWK60_L11077","QNG16435.1","CAGL0L04158g","protein_coding"
"GWK60_L11099","QNG16436.1","CAGL0L04136g","protein_coding"
"GWK60_L11121","QNG16437.1","CAGL0L04114g","protein_coding"
"GWK60_L11143","QNG16438.1","CAGL0L04092g","protein_coding"
"GWK60_L11165","QNG16439.1","CAGL0L04070g","protein_coding"
"GWK60_L11187","QNG16440.1","CAGL0L04048g","protein_coding"
"GWK60_L11209","QNG16441.1","CAGL0L04026g","protein_coding"
"GWK60_L11231","QNG16442.1","CAGL0L04004g","protein_coding"
"GWK60_L11253","QNG16443.1","CAGL0L03982g","protein_coding"
"GWK60_L11275","QNG16444.1","CAGL0L03960g","protein_coding"
"GWK60_L11297","QNG16445.1","CAGL0L03938g","protein_coding"
"GWK60_L11319","QNG16446.1","CAGL0L03916g","protein_coding"
"GWK60_L11341","QNG16447.1","CAGL0L03894g","protein_coding"
"GWK60_L11363","QNG16448.1","CAGL0L03872g","protein_coding"
"GWK60_L11385","QNG16449.1","CAGL0L03846g","protein_coding"
"GWK60_L11407","QNG16450.1","CAGL0L03828g","protein_coding"
"GWK60_L11429","QNG16451.1","CAGL0L03806g","protein_coding"
"GWK60_L11451","QNG16452.1","CAGL0L03784g","protein_coding"
"GWK60_L11473","QNG16453.1","CAGL0L03762g","protein_coding"
"GWK60_L11495","QNG16454.1","CAGL0L03740g","protein_coding"
"GWK60_L11517","QNG16455.1","CAGL0L03718g","protein_coding"
"GWK60_L11539","QNG16456.1","CAGL0L03696g","protein_coding"
"GWK60_L11561","QNG16457.1","CAGL0L03674g","protein_coding"
"GWK60_L11583","QNG16458.1","CAGL0L03652g","protein_coding"
"GWK60_L11627","QNG16460.1","CAGL0L03608g","protein_coding"
"GWK60_L11649","QNG16461.1","CAGL0L03586g","protein_coding"
"GWK60_L11671","QNG16462.1","CAGL0L03564g","protein_coding"
"GWK60_L11693","QNG16463.1","CAGL0L03542g","protein_coding"
"GWK60_L11737","QNG16465.1","CAGL0L03498g","protein_coding"
"GWK60_L11759","QNG16466.1","CAGL0L03476g","protein_coding"
"GWK60_L11781","QNG16467.1","CAGL0L03454g","protein_coding"
"GWK60_L11803","QNG16468.1","CAGL0L03432g","protein_coding"
"GWK60_L11825","QNG16469.1","CAGL0L03410g","protein_coding"
"GWK60_L11847","QNG16470.1","CAGL0L03377g","protein_coding"
"GWK60_L11869","QNG16471.1","CAGL0L03355g","protein_coding"
"GWK60_L11891","QNG16472.1","CAGL0L03333g","protein_coding"
"GWK60_L11913","QNG16473.1","CAGL0L03311g","protein_coding"
"GWK60_L11935","QNG16474.1","CAGL0L03289g","protein_coding"
"GWK60_L11979","QNG16476.1","CAGL0L03245g","protein_coding"
"GWK60_L12001","QNG16477.1","CAGL0L03223g","protein_coding"
"GWK60_L12023","QNG16478.1","CAGL0L03201g","protein_coding"
"GWK60_L12045","QNG16479.1","CAGL0L03179g","protein_coding"
"GWK60_L12067","QNG16480.1","CAGL0L03157g","protein_coding"
"GWK60_L12089","QNG16481.1","CAGL0L03135g","protein_coding"
"GWK60_L12111","QNG16482.1","CAGL0L03113g","protein_coding"
"GWK60_L12133","QNG16483.1","CAGL0L03091g","protein_coding"
"GWK60_L12155","QNG16484.1","CAGL0L03069g","protein_coding"
"GWK60_L12177","QNG16485.1","CAGL0L03047g","protein_coding"
"GWK60_L12199","QNG16486.1","CAGL0L03025g","protein_coding"
"GWK60_L12243","QNG16488.1","CAGL0L02981g","protein_coding"
"GWK60_L12265","QNG16489.1","CAGL0L02959g","protein_coding"
"GWK60_L12309","QNG16491.1","CAGL0L02915g","protein_coding"
"GWK60_L12331","QNG16492.1","CAGL0L02893g","protein_coding"
"GWK60_L12353","QNG16493.1","CAGL0L02871g","protein_coding"
"GWK60_L12375","QNG16494.1","CAGL0L02849g","protein_coding"
"GWK60_L12397","QNG16495.1","CAGL0L02827g","protein_coding"
"GWK60_L12419","QNG16496.1","CAGL0L02805g","protein_coding"
"GWK60_L12441","QNG16497.1","CAGL0L02799g","protein_coding"
"GWK60_L12463","QNG16498.1","CAGL0L02783g","protein_coding"
"GWK60_L12485","QNG16499.1","CAGL0L02761g","protein_coding"
"GWK60_L12507","QNG16500.1","CAGL0L02739g","protein_coding"
"GWK60_L12529","QNG16501.1","CAGL0L02717g","protein_coding"
"GWK60_L12551","QNG16502.1","CAGL0L02695g","protein_coding"
"GWK60_L12573","QNG16503.1","CAGL0L02673g","protein_coding"
"GWK60_L12595","QNG16504.1","CAGL0L02651g","protein_coding"
"GWK60_L12617","QNG16505.1","CAGL0L02629g","protein_coding"
"GWK60_L12639","QNG16506.1","CAGL0L08624g","protein_coding"
"GWK60_L12661","QNG16507.1","CAGL0L08646g","protein_coding"
"GWK60_L12727","QNG16509.1","CAGL0L08712g","protein_coding"
"GWK60_L12749","QNG16510.1","CAGL0L08734g","protein_coding"
"GWK60_L12771","QNG16511.1","CAGL0L08756g","protein_coding"
"GWK60_L12793","QNG16512.1","CAGL0L08778g","protein_coding"
"GWK60_L12815","QNG16513.1","CAGL0L08800g","protein_coding"
"GWK60_L12837","QNG16514.1","CAGL0L08822g","protein_coding"
"GWK60_L12859","QNG16515.1","CAGL0L08844g","protein_coding"
"GWK60_L12881","QNG16516.1","CAGL0L08866g","protein_coding"
"GWK60_L12903","QNG16517.1","CAGL0L08888g","protein_coding"
"GWK60_L12925","QNG16518.1","CAGL0L08910g","protein_coding"
"GWK60_L12969","QNG16520.1","CAGL0L08954g","protein_coding"
"GWK60_L12991","QNG16521.1","CAGL0L08976g","protein_coding"
"GWK60_L13013","QNG16522.1","CAGL0L08998g","protein_coding"
"GWK60_L13035","QNG16523.1","CAGL0L09020g","protein_coding"
"GWK60_L13057","QNG16524.1","CAGL0L09042g","protein_coding"
"GWK60_L13079","QNG16525.1","CAGL0L09086g","protein_coding"
"GWK60_L13101","QNG16526.1","CAGL0L09108g","protein_coding"
"GWK60_L13123","QNG16527.1","CAGL0L09130g","protein_coding"
"GWK60_L13145","QNG16528.1","CAGL0L09152g","protein_coding"
"GWK60_L13167","QNG16529.1","CAGL0L09174g","protein_coding"
"GWK60_L13189","QNG16530.1","CAGL0L09185g","protein_coding"
"GWK60_L13211","QNG16531.1","CAGL0L09207g","protein_coding"
"GWK60_L13233","QNG16532.1","CAGL0L09229g","protein_coding"
"GWK60_L13255","QNG16533.1","CAGL0L09251g","protein_coding"
"GWK60_L13277","QNG16534.1","CAGL0L09273g","protein_coding"
"GWK60_L13299","QNG16535.1","CAGL0L09295g","protein_coding"
"GWK60_L13365","QNG16537.1","CAGL0L09372g","protein_coding"
"GWK60_L13387","QNG16538.1","CAGL0L09383g","protein_coding"
"GWK60_L13453","QNG16539.1","CAGL0L09449g","protein_coding"
"GWK60_L13475","QNG16540.1","CAGL0L09471g","protein_coding"
"GWK60_L13497","QNG16541.1","CAGL0L09493g","protein_coding"
"GWK60_L13541","QNG16542.1","CAGL0L09537g","protein_coding"
"GWK60_L13585","QNG16543.1","CAGL0L09581g","protein_coding"
"GWK60_L13607","QNG16544.1","CAGL0L09603g","protein_coding"
"GWK60_L13629","QNG16545.1","CAGL0L09625g","protein_coding"
"GWK60_L13651","QNG16546.1","CAGL0L09647g","protein_coding"
"GWK60_L13673","QNG16547.1","CAGL0L09669g","protein_coding"
"GWK60_L13695","QNG16548.1","CAGL0L09691g","protein_coding"
"GWK60_L13739","QNG16550.1","CAGL0L09735g","protein_coding"
"GWK60_L13761","QNG16551.1","CAGL0L09757g","protein_coding"
"GWK60_L13783","QNG16552.1","CAGL0L09779g","protein_coding"
"GWK60_L13827","QNG16554.1","CAGL0L09823g","protein_coding"
"GWK60_L13849","QNG16555.1","CAGL0L09845g","protein_coding"
"GWK60_L13871","QNG16556.1","CAGL0L09867g","protein_coding"
"GWK60_L13893","QNG16557.1","CAGL0L09889g","protein_coding"
"GWK60_L13937","QNG16558.1","CAGL0L09933g","protein_coding"
"GWK60_L13959","QNG16559.1","CAGL0L09955g","protein_coding"
"GWK60_L13981","QNG16560.1","CAGL0L09999g","protein_coding"
"GWK60_L14003","QNG16561.1","CAGL0L10015g","protein_coding"
"GWK60_L14025","QNG16562.1","CAGL0L10021g","protein_coding"
"GWK60_L14047","QNG16563.1","CAGL0L10043g","protein_coding"
"GWK60_L14091","QNG16564.1","CAGL0L10092g","protein_coding"
"GWK60_L14113","QNG16565.1","CAGL0L10120g","protein_coding"
"GWK60_L14157","QNG16567.1","CAGL0L10164g","protein_coding"
"GWK60_L14179","QNG16568.1","CAGL0L10186g","protein_coding"
"GWK60_L14201","QNG16569.1","CAGL0L10208g","protein_coding"
"GWK60_L14223","QNG16570.1","CAGL0L10230g","protein_coding"
"GWK60_L14245","QNG16571.1","CAGL0L10252g","protein_coding"
"GWK60_L14289","QNG16572.1","CAGL0L10318g","protein_coding"
"GWK60_L14311","QNG16573.1","CAGL0L10340g","protein_coding"
"GWK60_L14333","QNG16574.1","CAGL0L10362g","protein_coding"
"GWK60_L14355","QNG16575.1","CAGL0L10384g","protein_coding"
"GWK60_L14399","QNG16577.1","CAGL0L10428g","protein_coding"
"GWK60_L14421","QNG16578.1","CAGL0L10450g","protein_coding"
"GWK60_L14443","QNG16579.1","CAGL0L10472g","protein_coding"
"GWK60_L14465","QNG16580.1","CAGL0L10494g","protein_coding"
"GWK60_L14487","QNG16581.1","CAGL0L10516g","protein_coding"
"GWK60_L14509","QNG16582.1","CAGL0L10538g","protein_coding"
"GWK60_L14553","QNG16584.1","CAGL0L10582g","protein_coding"
"GWK60_L14575","QNG16585.1","CAGL0L10604g","protein_coding"
"GWK60_L14597","QNG16586.1","CAGL0L10626g","protein_coding"
"GWK60_L14619","QNG16587.1","CAGL0L10648g","protein_coding"
"GWK60_L14641","QNG16588.1","CAGL0L10670g","protein_coding"
"GWK60_L14663","QNG16589.1","CAGL0L10692g","protein_coding"
"GWK60_L14707","QNG16591.1","CAGL0L10736g","protein_coding"
"GWK60_L14751","QNG16593.1","CAGL0L10780g","protein_coding"
"GWK60_L14773","QNG16594.1","CAGL0L10802g","protein_coding"
"GWK60_L14795","QNG16595.1","CAGL0L10824g","protein_coding"
"GWK60_L14817","QNG16596.1","CAGL0L10846g","protein_coding"
"GWK60_L14839","QNG16597.1","CAGL0L10868g","protein_coding"
"GWK60_L14861","QNG16598.1","CAGL0L10890g","protein_coding"
"GWK60_L14883","QNG16599.1","CAGL0L10912g","protein_coding"
"GWK60_L14905","QNG16600.1","CAGL0L10934g","protein_coding"
"GWK60_L14927","QNG16601.1","CAGL0L10956g","protein_coding"
"GWK60_L14949","QNG16602.1","CAGL0L10978g","protein_coding"
"GWK60_L14971","QNG16603.1","CAGL0L11000g","protein_coding"
"GWK60_L15015","QNG16605.1","CAGL0L11044g","protein_coding"
"GWK60_L15037","QNG16606.1","CAGL0L11066g","protein_coding"
"GWK60_L15059","QNG16607.1","CAGL0L11088g","protein_coding"
"GWK60_L15103","QNG16609.1","CAGL0L11132g","protein_coding"
"GWK60_L15125","QNG16610.1","CAGL0L11154g","protein_coding"
"GWK60_L15147","QNG16611.1","CAGL0L11176g","protein_coding"
"GWK60_L15169","QNG16612.1","CAGL0L11198g","protein_coding"
"GWK60_L15191","QNG16613.1","CAGL0L11220g","protein_coding"
"GWK60_L15235","QNG16615.1","CAGL0L11264g","protein_coding"
"GWK60_L15257","QNG16616.1","CAGL0L11286g","protein_coding"
"GWK60_L15279","QNG16617.1","CAGL0L11308g","protein_coding"
"GWK60_L15301","QNG16618.1","CAGL0L11330g","protein_coding"
"GWK60_L15323","QNG16619.1","CAGL0L11352g","protein_coding"
"GWK60_L15345","QNG16620.1","CAGL0L11374g","protein_coding"
"GWK60_L15389","QNG16621.1","CAGL0L11418g","protein_coding"
"GWK60_L15411","QNG16622.1","CAGL0L11440g","protein_coding"
"GWK60_L15433","QNG16623.1","CAGL0L11462g","protein_coding"
"GWK60_L15455","QNG16624.1","CAGL0L11484g","protein_coding"
"GWK60_L15477","QNG16625.1","CAGL0L11506g","protein_coding"
"GWK60_L15521","QNG16627.1","CAGL0L11550g","protein_coding"
"GWK60_L15543","QNG16628.1","CAGL0L11572g","protein_coding"
"GWK60_L15565","QNG16629.1","CAGL0L11594g","protein_coding"
"GWK60_L15587","QNG16630.1","CAGL0L11616g","protein_coding"
"GWK60_L15609","QNG16631.1","CAGL0L11638g","protein_coding"
"GWK60_L15631","QNG16632.1","CAGL0L11660g","protein_coding"
"GWK60_L15675","QNG16633.1","CAGL0L11704g","protein_coding"
"GWK60_L15697","QNG16634.1","CAGL0L11726g","protein_coding"
"GWK60_L15719","QNG16635.1","CAGL0L11748g","protein_coding"
"GWK60_L15741","QNG16636.1","CAGL0L11770g","protein_coding"
"GWK60_L15763","QNG16637.1","CAGL0L11792g","protein_coding"
"GWK60_L15785","QNG16638.1","CAGL0L11814g","protein_coding"
"GWK60_L15807","QNG16639.1","CAGL0L11836g","protein_coding"
"GWK60_L15851","QNG16641.1","CAGL0L11880g","protein_coding"
"GWK60_L15873","QNG16642.1","CAGL0L11902g","protein_coding"
"GWK60_L15895","QNG16643.1","CAGL0L11924g","protein_coding"
"GWK60_L15917","QNG16644.1","CAGL0L11946g","protein_coding"
"GWK60_L15939","QNG16645.1","CAGL0L11968g","protein_coding"
"GWK60_L15961","QNG16646.1","CAGL0L11990g","protein_coding"
"GWK60_L15983","QNG16647.1","CAGL0L12012g","protein_coding"
"GWK60_L16005","QNG16648.1","CAGL0L12034g","protein_coding"
"GWK60_L16049","QNG16650.1","CAGL0L12078g","protein_coding"
"GWK60_L16071","QNG16651.1","CAGL0L12100g","protein_coding"
"GWK60_L16093","QNG16652.1","CAGL0L12122g","protein_coding"
"GWK60_L16115","QNG16653.1","CAGL0L12144g","protein_coding"
"GWK60_L16137","QNG16654.1","CAGL0L12166g","protein_coding"
"GWK60_L16159","QNG16655.1","CAGL0L12188g","protein_coding"
"GWK60_L16181","QNG16656.1","CAGL0L12210g","protein_coding"
"GWK60_L16203","QNG16657.1","CAGL0L12232g","protein_coding"
"GWK60_L16225","QNG16658.1","CAGL0L12254g","protein_coding"
"GWK60_L16247","QNG16659.1","CAGL0L12276g","protein_coding"
"GWK60_L16269","QNG16660.1","CAGL0L12298g","protein_coding"
"GWK60_L16291","QNG16661.1","CAGL0L12320g","protein_coding"
"GWK60_L16313","QNG16662.1","CAGL0L12342g","protein_coding"
"GWK60_L16335","QNG16663.1","CAGL0L12364g","protein_coding"
"GWK60_L16379","QNG16665.1","CAGL0L12408g","protein_coding"
"GWK60_L16423","QNG16666.1","CAGL0L12452g","protein_coding"
"GWK60_L16467","QNG16668.1","CAGL0L12540g","protein_coding"
"GWK60_L16489","QNG16669.1","CAGL0L12562g","protein_coding"
"GWK60_L16511","QNG16670.1","CAGL0L12584g","protein_coding"
"GWK60_L16533","QNG16671.1","CAGL0L12606g","protein_coding"
"GWK60_L16555","QNG16672.1","CAGL0L12628g","protein_coding"
"GWK60_L16577","QNG16673.1","CAGL0L12650g","protein_coding"
"GWK60_L16599","QNG16674.1","CAGL0L12672g","protein_coding"
"GWK60_L16621","QNG16675.1","CAGL0L12694g","protein_coding"
"GWK60_L16643","QNG16676.1","CAGL0L12716g","protein_coding"
"GWK60_L16665","QNG16677.1","CAGL0L12738g","protein_coding"
"GWK60_L16687","QNG16678.1","CAGL0L12760g","protein_coding"
"GWK60_L16731","QNG16680.1","CAGL0L12804g","protein_coding"
"GWK60_L16753","QNG16681.1","CAGL0L12826g","protein_coding"
"GWK60_L16775","QNG16682.1","CAGL0L12848g","protein_coding"
"GWK60_L16797","QNG16683.1","CAGL0L12870g","protein_coding"
"GWK60_L16819","QNG16684.1","CAGL0L12892g","protein_coding"
"GWK60_L16841","QNG16685.1","CAGL0L12914g","protein_coding"
"GWK60_L16863","QNG16686.1","CAGL0L12936g","protein_coding"
"GWK60_L16885","QNG16687.1","CAGL0L12958g","protein_coding"
"GWK60_L16907","QNG16688.1","CAGL0L12980g","protein_coding"
"GWK60_L16929","QNG16689.1","CAGL0L13002g","protein_coding"
"GWK60_L16951","QNG16690.1","CAGL0L13024g","protein_coding"
"GWK60_L16973","QNG16691.1","CAGL0L13046g","protein_coding"
"GWK60_L16995","QNG16692.1","CAGL0L13068g","protein_coding"
"GWK60_L17061","QNG16695.1","CAGL0L13134g","protein_coding"
"GWK60_L17083","QNG16696.1","CAGL0L13156g","protein_coding"
"GWK60_L17105","QNG16697.1","CAGL0L13178g","protein_coding"
"GWK60_L17127","QNG16698.1","CAGL0L13200g","protein_coding"
"GWK60_L17149","QNG16699.1","CAGL0L13222g","protein_coding"
"GWK60_L17171","QNG16700.1","CAGL0L13244g","protein_coding"
"GWK60_L17193","QNG16701.1","CAGL0L13266g","protein_coding"
"GWK60_L17215","QNG16702.1","CAGL0L13288g","protein_coding"
"GWK60_M00011","QNG16707.1","CAGL0F09251g","protein_coding"
"GWK60_M00099","QNG16711.1","CAGL0M00198g","protein_coding"
"GWK60_M00121","QNG16712.1","CAGL0M00220g","protein_coding"
"GWK60_M00143","QNG16713.1","CAGL0M00242g","protein_coding"
"GWK60_M00165","QNG16714.1","CAGL0M00264g","protein_coding"
"GWK60_M00209","QNG16716.1","CAGL0M00308g","protein_coding"
"GWK60_M00253","QNG16718.1","CAGL0M00352g","protein_coding"
"GWK60_M00275","QNG16719.1","CAGL0M00374g","protein_coding"
"GWK60_M00297","QNG16720.1","CAGL0M00396g","protein_coding"
"GWK60_M00319","QNG16721.1","CAGL0M00418g","protein_coding"
"GWK60_M00341","QNG16722.1","CAGL0M00440g","protein_coding"
"GWK60_M00363","QNG16723.1","CAGL0M00462g","protein_coding"
"GWK60_M00385","QNG16724.1","CAGL0M00484g","protein_coding"
"GWK60_M00407","QNG16725.1","CAGL0M00506g","protein_coding"
"GWK60_M00429","QNG16726.1","CAGL0M00528g","protein_coding"
"GWK60_M00451","QNG16727.1","CAGL0M00550g","protein_coding"
"GWK60_M00473","QNG16728.1","CAGL0M00572g","protein_coding"
"GWK60_M00495","QNG16729.1","CAGL0M00594g","protein_coding"
"GWK60_M00517","QNG16730.1","CAGL0M00616g","protein_coding"
"GWK60_M00539","QNG16731.1","CAGL0M00638g","protein_coding"
"GWK60_M00561","QNG16732.1","CAGL0M00660g","protein_coding"
"GWK60_M00583","QNG16733.1","CAGL0M00682g","protein_coding"
"GWK60_M00605","QNG16734.1","CAGL0M00704g","protein_coding"
"GWK60_M00627","QNG16735.1","CAGL0M00726g","protein_coding"
"GWK60_M00693","QNG16738.1","CAGL0M00792g","protein_coding"
"GWK60_M00715","QNG16739.1","CAGL0M00814g","protein_coding"
