cglab_id	cglab_gene_name	cglab_cagl_id	qng_id	scer_id	scer_gene_name	scer_sgdid	C_glabrata_raw	S_cerevisiae_raw	Orthogroup
GWK60_C02167	protein_coding	CAGL0C02563g	QNG12625.1	YLR398C	SKI2	S000004390	QNG12625.1 uncharacterized protein GWK60_C02167 [Nakaseomyces glabratus]	YLR398C SKI2 SGDID_S000004390_ Chr XII from 919019-915156_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ski complex component and putative RNA helicase; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog_ SKIV2L_ causes Syndromic diarrhea/Trichohepatoenteric _SD/THE_ syndrome""	OG0000501
GWK60_B04257	CHS3	CAGL0B04389g	QNG12498.1	YBR023C	CHS3	S000000227	QNG12498.1 CHS3 [Nakaseomyces glabratus]	YBR023C CHS3 SGDID_S000000227_ Chr II from 287925-284428_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Chitin synthase III; catalyzes the transfer of N-acetylglucosamine _GlcNAc_ to chitin; required for synthesis of the majority of cell wall chitin_ the chitin ring during bud emergence_ and spore wall chitosan; contains overlapping di-leucine and di-acidic signals that mediate_ respectively_ intracellular trafficking by AP-1 and trafficking to plasma membrane by exomer complex; requires AP-3 complex for its intracellular retention""	OG0000502
GWK60_L01199	protein_coding	CAGL0I01386g	QNG16009.1	YJR049C	UTR1	S000003810	QNG16009.1 uncharacterized protein GWK60_L01199 [Nakaseomyces glabratus]	YJR049C UTR1 SGDID_S000003810_ Chr X from 528476-526884_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase _Fre1p_; UTR1 has a paralog_ YEF1_ that arose from the whole genome duplication""	OG0000503
GWK60_L05137	protein_coding	CAGL0L01265g	QNG16177.1	YEL041W	YEF1	S000000767	QNG16177.1 uncharacterized protein GWK60_L05137 [Nakaseomyces glabratus]	YEL041W YEF1 SGDID_S000000767_ Chr V from 75944-77431_ Genome Release 64-5-1_ Verified ORF_ ""ATP-NADH kinase; phosphorylates both NAD and NADH; homooctameric structure consisting of 60-kDa subunits; similar to Pos5p; overexpression complements certain pos5 phenotypes; YEF1 has a paralog_ UTR1_ that arose from the whole genome duplication""	OG0000503
GWK60_K01749	protein_coding	CAGL0K01903g	QNG15473.1	YBR016W	CPP1	S000000220	QNG15473.1 uncharacterized protein GWK60_K01749 [Nakaseomyces glabratus]	YBR016W CPP1 SGDID_S000000220_ Chr II from 270247-270633_ Genome Release 64-5-1_ Verified ORF_ ""Tail-anchored plasma membrane _PM_ protein; C-terminal palmitoylation is required for membrane anchoring and protein stability; PM localization is polarized to the daughter cell; contains a conserved_ cysteine-rich palmitoylated domain _CYSPD_ aka CYSTM_; similarity to hydrophilins_ proteins involved in the adaptive response to hyperosmotic conditions; CPP1 has a paralog_ YDL012C_ that arose from the whole genome duplication""	OG0000504
GWK60_L04257	protein_coding	CAGL0I04510g	QNG16138.1	YDL012C	YDL012C	S000002170	QNG16138.1 uncharacterized protein GWK60_L04257 [Nakaseomyces glabratus]	YDL012C YDL012C SGDID_S000002170_ Chr IV from 431386-431108_431517-431473_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Tail-anchored plasma membrane protein with a conserved CYSTM module; possibly involved in response to stress; may contribute to non-homologous end-joining _NHEJ_ based on ydl012c htz1 double null phenotype; YDL012C has a paralog_ YBR016W_ that arose from the whole genome duplication""	OG0000504
GWK60_A04675	protein_coding	CAGL0A04829g	QNG12310.1	YGL253W	HXK2	S000003222	QNG12310.1 uncharacterized protein GWK60_A04675 [Nakaseomyces glabratus], QNG14472.1 HXK2 [Nakaseomyces glabratus]	YGL253W HXK2 SGDID_S000003222_ Chr VII from 23935-25395_ Genome Release 64-5-1_ Verified ORF_ ""Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1_ GLK1_ induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p_ phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle_ mitochondrial function_ oxidative stress resistance_ chronological lifespan; has paralog HXK1"", YFR053C HXK1 SGDID_S000001949_ Chr VI from 255049-253592_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog_ HXK2_ that arose from the whole genome duplication""	OG0000506
GWK60_H07557	HXK2	CAGL0H07579g	QNG14472.1	YGL253W	HXK2	S000003222	QNG12310.1 uncharacterized protein GWK60_A04675 [Nakaseomyces glabratus], QNG14472.1 HXK2 [Nakaseomyces glabratus]	YGL253W HXK2 SGDID_S000003222_ Chr VII from 23935-25395_ Genome Release 64-5-1_ Verified ORF_ ""Hexokinase isoenzyme 2; phosphorylates glucose in cytosol; predominant hexokinase during growth on glucose; represses expression of HXK1_ GLK1_ induces expression of its own gene; antiapoptotic; phosphorylation/dephosphorylation at Ser14 by kinase Snf1p_ phosphatase Glc7p-Reg1p regulates nucleocytoplasmic shuttling of Hxk2p; functions downstream of Sit4p in control of cell cycle_ mitochondrial function_ oxidative stress resistance_ chronological lifespan; has paralog HXK1"", YFR053C HXK1 SGDID_S000001949_ Chr VI from 255049-253592_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog_ HXK2_ that arose from the whole genome duplication""	OG0000506
GWK60_D01903	protein_coding	CAGL0D01782g	QNG12839.1	YER132C	PMD1	S000000934	QNG12839.1 uncharacterized protein GWK60_D01903 [Nakaseomyces glabratus]	YER132C PMD1 SGDID_S000000934_ Chr V from 430449-425188_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required_ with Mds3p_ for growth under alkaline conditions; PMD1 has a paralog_ MDS3_ that arose from the whole genome duplication"", YGL197W MDS3 SGDID_S000003165_ Chr VII from 124698-129161_ Genome Release 64-5-1_ Verified ORF_ ""Putative component of the TOR regulatory pathway; negative regulator of early meiotic gene expression; required_ with Pmd1p_ for growth under alkaline conditions; has an N-terminal kelch-like domain; MDS3 has a paralog_ PMD1_ that arose from the whole genome duplication""	OG0000507
GWK60_K00583	protein_coding	CAGL0K00737g	QNG15421.1	YGR212W	SLI1	S000003444	QNG15421.1 uncharacterized protein GWK60_K00583 [Nakaseomyces glabratus]	YGR212W SLI1 SGDID_S000003444_ Chr VII from 917040-918446_ Genome Release 64-5-1_ Verified ORF_ ""N-acetyltransferase; confers resistance to the sphingolipid biosynthesis inhibitor myriocin _ISP-1_ by converting it into N-acetyl-myriocin_ co-operates with Ypk1p in mediating resistance to myriocin""	OG0000508
GWK60_L04125	protein_coding	CAGL0I04378g	QNG16132.1	YJL139C	YUR1	S000003675	QNG16132.1 uncharacterized protein GWK60_L04125 [Nakaseomyces glabratus], QNG16962.1 uncharacterized protein GWK60_M05797 [Nakaseomyces glabratus]	YJL139C YUR1 SGDID_S000003675_ Chr X from 152999-151713_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mannosyltransferase involved in protein N-glycosylation; member of the KTR1 family; located in the Golgi apparatus; YUR1 has a paralog_ KTR2_ that arose from the whole genome duplication"", YKR061W KTR2 SGDID_S000001769_ Chr XI from 557677-558954_ Genome Release 64-5-1_ Verified ORF_ ""Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR2 has a paralog_ YUR1_ that arose from the whole genome duplication""	OG0000509
GWK60_M05797	protein_coding	CAGL0M05841g	QNG16962.1	YJL139C	YUR1	S000003675	QNG16132.1 uncharacterized protein GWK60_L04125 [Nakaseomyces glabratus], QNG16962.1 uncharacterized protein GWK60_M05797 [Nakaseomyces glabratus]	YJL139C YUR1 SGDID_S000003675_ Chr X from 152999-151713_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mannosyltransferase involved in protein N-glycosylation; member of the KTR1 family; located in the Golgi apparatus; YUR1 has a paralog_ KTR2_ that arose from the whole genome duplication"", YKR061W KTR2 SGDID_S000001769_ Chr XI from 557677-558954_ Genome Release 64-5-1_ Verified ORF_ ""Mannosyltransferase involved in N-linked protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR2 has a paralog_ YUR1_ that arose from the whole genome duplication""	OG0000509
GWK60_C01925	PHM8	CAGL0C02321g	QNG12614.1	YER037W	PHM8	S000000839	QNG12614.1 PHM8 [Nakaseomyces glabratus]	YER037W PHM8 SGDID_S000000839_ Chr V from 225889-226854_ Genome Release 64-5-1_ Verified ORF_ ""Lysophosphatidic acid _LPA_ phosphatase_ nucleotidase; principle and physiological nucleotidase working on GMP_ UMP and CMP; involved in LPA hydrolysis in response to phosphate starvation and ribose salvage pathway; phosphatase activity is soluble and Mg2+ dependent; expression is induced by low phosphate levels and by inactivation of Pho85p; repressed by Gcn4p under normal conditions; PHM8 has a paralog_ SDT1_ that arose from the whole genome duplication""	OG0000510
GWK60_H09185	SDT1	CAGL0H09218g	QNG14545.1	YGL224C	SDT1	S000003192	QNG14545.1 SDT1 [Nakaseomyces glabratus]	YGL224C SDT1 SGDID_S000003192_ Chr VII from 78857-78015_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Pyrimidine nucleotidase; responsible for production of nicotinamide riboside and nicotinic acid riboside; overexpression suppresses the 6-AU sensitivity of transcription elongation factor S-II_ as well as resistance to other pyrimidine derivatives; SDT1 has a paralog_ PHM8_ that arose from the whole genome duplication""	OG0000510
GWK60_L17017	NDT80	CAGL0L13090g	QNG16693.1	YHR124W	NDT80	S000001166	QNG16693.1 NDT80 [Nakaseomyces glabratus]	YHR124W NDT80 SGDID_S000001166_ Chr VIII from 356561-358444_ Genome Release 64-5-1_ Verified ORF_ ""Meiosis-specific transcription factor; required for exit from pachytene and for full meiotic recombination; activates middle sporulation genes; competes with Sum1p for binding to promoters containing middle sporulation elements _MSE_""	OG0000511
GWK60_G05027	protein_coding	CAGL0G05247g	QNG13924.1	YDR069C	DOA4	S000002476	QNG13924.1 uncharacterized protein GWK60_G05027 [Nakaseomyces glabratus]	YDR069C DOA4 SGDID_S000002476_ Chr IV from 587719-584939_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Ubiquitin hydrolase; deubiquitinates intralumenal vesicle _ILVs_ cargo proteins; required for recycling ubiquitin from proteasome-bound ubiquitinated intermediates_ acts at the late endosome/prevacuolar compartment to recover ubiquitin from ubiquitinated membrane proteins destined for the vacuole; DOA4 has a paralog_ UBP5_ that arose from the whole genome duplication""	OG0000512
GWK60_I02255	protein_coding	CAGL0I06765g	QNG14704.1	YER144C	UBP5	S000000946	QNG14704.1 uncharacterized protein GWK60_I02255 [Nakaseomyces glabratus]	YER144C UBP5 SGDID_S000000946_ Chr V from 460223-457806_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog_ DOA4_ that arose from the whole genome duplication""	OG0000512
GWK60_F07469	protein_coding	CAGL0F07931g	QNG13651.1	YGR235C	MIC26	S000003467	QNG13651.1 uncharacterized protein GWK60_F07469 [Nakaseomyces glabratus]	YGR235C MIC26 SGDID_S000003467_ Chr VII from 962061-961360_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Component of the MICOS complex; MICOS _formerly MINOS or MitOS_ is a mitochondrial inner membrane complex that extends into the intermembrane space and has a role in the maintenance of crista junctions_ inner membrane architecture_ and formation of contact sites to the outer membrane; Mic26p is a non-essential component of the complex; orthologous to human APOO and APOOL""	OG0000513
GWK60_K03267	protein_coding	CAGL0K03421g	QNG15539.1	YMR105C	PGM2	S000004711	QNG15539.1 uncharacterized protein GWK60_K03267 [Nakaseomyces glabratus]	YMR105C PGM2 SGDID_S000004711_ Chr XIII from 477606-475897_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate_ which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog_ PGM1_ that arose from the whole genome duplication""	OG0000514
GWK60_K07315	PGM1	CAGL0K07480g	QNG15717.1	YKL127W	PGM1	S000001610	QNG15717.1 PGM1 [Nakaseomyces glabratus]	YKL127W PGM1 SGDID_S000001610_ Chr XI from 203541-205253_ Genome Release 64-5-1_ Verified ORF_ ""Phosphoglucomutase_ minor isoform; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate_ which is a key step in hexose metabolism; PGM1 has a paralog_ PGM2_ that arose from the whole genome duplication""	OG0000514
GWK60_L09471	protein_coding	CAGL0L05742g	QNG16364.1	YJL133W	MRS3	S000003669	QNG16364.1 uncharacterized protein GWK60_L09471 [Nakaseomyces glabratus], QNG15750.1 uncharacterized protein GWK60_K08063 [Nakaseomyces glabratus]	YJL133W MRS3 SGDID_S000003669_ Chr X from 160619-161563_ Genome Release 64-5-1_ Verified ORF_ ""Iron transporter_ mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog_ MRS4_ that arose from the whole genome duplication"", YKR052C MRS4 SGDID_S000001760_ Chr XI from 533464-532550_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog_ MRS3_ that arose from the whole genome duplication""	OG0000515
GWK60_K08063	protein_coding	CAGL0K08250g	QNG15750.1	YJL133W	MRS3	S000003669	QNG16364.1 uncharacterized protein GWK60_L09471 [Nakaseomyces glabratus], QNG15750.1 uncharacterized protein GWK60_K08063 [Nakaseomyces glabratus]	YJL133W MRS3 SGDID_S000003669_ Chr X from 160619-161563_ Genome Release 64-5-1_ Verified ORF_ ""Iron transporter_ mediates Fe2+ transport across inner mito membrane; mitochondrial carrier family member; active under low-iron conditions; may transport other cations; MRS3 has a paralog_ MRS4_ that arose from the whole genome duplication"", YKR052C MRS4 SGDID_S000001760_ Chr XI from 533464-532550_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Iron transporter of the mitochondrial carrier family; mediates Fe2+ transport across the inner mitochondrial membrane; active under low-iron conditions; may transport other cations; protein abundance increases in response to DNA replication stress; MRS4 has a paralog_ MRS3_ that arose from the whole genome duplication""	OG0000515
GWK60_G02123	protein_coding	CAGL0G02255g	QNG13798.1	YKR084C	HBS1	S000001792	QNG13798.1 uncharacterized protein GWK60_G02123 [Nakaseomyces glabratus]	YKR084C HBS1 SGDID_S000001792_ Chr XI from 598890-597055_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""GTPase with similarity to translation release factors; together with binding partner Dom34p_ facilitates ribosomal subunit dissociation and peptidyl-tRNA release when translation is stalled_ particularly in 3' UTRs; genetically implicated in mRNA no-go decay; HBS1 has a paralog_ SKI7_ that arose from the whole genome duplication""	OG0000516
GWK60_K07997	CCP1	CAGL0K08184g	QNG15747.1	YKR066C	CCP1	S000001774	QNG15747.1 CCP1 [Nakaseomyces glabratus]	YKR066C CCP1 SGDID_S000001774_ Chr XI from 567198-566113_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial cytochrome-c peroxidase; degrades reactive oxygen species in mitochondria; acts as hydrogen peroxide sensor in mitochondria_ involved in the response to oxidative stress""	OG0000517
