Chromosome,Strand,Position,Reads,Gene
III,W,2203960,1,nan
III,W,2203978,1,nan
III,W,2204053,4,nan
III,W,2204057,3,nan
III,W,2204065,4,nan
III,W,2204067,152,nan
III,W,2204074,4,nan
III,W,2204075,969,nan
III,W,2204076,1,nan
III,W,2204082,2,nan
III,W,2204101,7,nan
III,W,2204112,76,nan
III,W,2204123,6,nan
III,W,2204126,1,nan
III,W,2204127,272,nan
III,W,2204241,29,nan
III,W,2204268,16,nan
III,W,2204292,26,nan
III,W,2204318,1,nan
III,W,2204408,1,nan
III,W,2204438,1,nan
III,W,2204443,49,nan
III,W,2204444,1,nan
III,W,2204445,3,nan
III,W,2204806,1,nan
III,W,2204861,48,nan
III,W,2204865,2,nan
III,W,2204903,2,nan
III,W,2204991,2,nan
III,W,2204997,2,nan
III,W,2205206,2,nan
III,W,2205235,1,nan
III,W,2205255,1,nan
III,W,2205269,1,nan
III,W,2205323,3,nan
III,W,2205393,4,nan
III,W,2205439,2,nan
III,W,2205441,2,nan
III,W,2205497,1,nan
III,W,2205524,1,nan
III,W,2205632,1,nan
III,W,2205647,1,nan
III,W,2205685,1,nan
III,W,2205855,17,nan
III,W,2205871,1,nan
III,W,2205895,205,nan
III,W,2205929,1,nan
III,W,2205943,175,nan
III,W,2205967,1,nan
III,W,2205968,855,nan
III,W,2206067,2,nan
III,W,2206084,2,nan
III,W,2206236,2,nan
III,W,2206246,7,nan
III,W,2206248,10,nan
III,W,2206605,41,nan
III,W,2206632,4,nan
III,W,2206670,6,nan
III,W,2206881,1,nan
III,W,2207016,2,nan
III,W,2207151,1,nan
III,W,2207171,1,nan
III,W,2207332,2,nan
III,W,2207463,1,nan
III,W,2207469,1,nan
III,W,2207533,1,nan
III,W,2207570,2,nan
III,W,2207576,1,nan
III,W,2207764,2,nan
III,W,2207887,1,nan
III,W,2207998,6,nan
III,W,2208148,58,nan
III,W,2208166,2,nan
III,W,2208313,1,nan
III,W,2208348,1,nan
III,W,2208363,1,nan
III,W,2208438,4,nan
III,W,2208447,43,nan
III,W,2208747,1,nan
III,W,2208752,1,nan
III,W,2209030,232,nan
III,W,2209037,2,nan
III,W,2209038,745,nan
III,W,2209045,2,nan
III,W,2209050,2,nan
III,W,2209056,1,nan
III,W,2209059,1,nan
III,W,2209088,1,nan
III,W,2209099,1,nan
III,W,2209146,2,nan
III,W,2209147,276,nan
III,W,2209270,165,nan
III,W,2209289,1,nan
III,W,2209364,14,nan
III,W,2209420,1,nan
III,W,2209428,4,nan
III,W,2209444,217,nan
III,W,2209482,1,nan
III,W,2209531,2,nan
III,W,2209541,2,nan
III,W,2209543,1,nan
III,W,2209758,1,nan
III,W,2209838,1,nan
III,W,2209859,1,nan
III,W,2209867,1,nan
III,W,2209872,1,nan
III,W,2209882,3,nan
III,W,2209913,197,nan
III,W,2209918,1,nan
III,W,2209929,2,nan
III,W,2209945,2,nan
III,W,2210002,1,nan
III,W,2210027,1,nan
III,W,2210060,23,nan
III,W,2210070,2,nan
III,W,2210158,4,nan
III,W,2210211,7,nan
III,W,2210213,2,nan
III,W,2210235,39,nan
III,W,2210240,599,nan
III,W,2210263,2,nan
III,W,2210270,1,nan
III,W,2210331,2,nan
III,W,2210337,3,nan
III,W,2210341,342,nan
III,W,2210368,1,nan
III,W,2210376,1,nan
III,W,2210378,2,nan
III,W,2210382,3,nan
III,W,2210388,19,nan
III,W,2210389,2,nan
III,W,2210392,40,nan
III,W,2210401,2,nan
III,W,2210405,2,nan
III,W,2210539,4,nan
III,W,2210552,4,nan
III,W,2210556,1,nan
III,W,2210568,1,nan
III,W,2210610,1,nan
III,W,2210612,27,nan
III,W,2210626,4,nan
III,W,2210633,1,nan
III,W,2210637,21,nan
III,W,2210980,1,nan
III,W,2210991,91,nan
III,W,2210992,1,nan
III,W,2211008,2,nan
III,W,2211025,101,nan
III,W,2211027,3,nan
III,W,2211029,1,nan
III,W,2211042,5,nan
III,W,2211050,23,nan
III,W,2211101,1,nan
III,W,2211374,25,nan
III,W,2211559,1,nan
III,W,2211775,1,nan
III,W,2212299,1,nan
III,W,2212313,1,nan
III,W,2212520,81,nan
III,W,2212574,18,nan
III,W,2212649,36,nan
III,W,2212651,67,nan
III,W,2212653,6,nan
III,W,2212655,3,nan
III,W,2212715,1,nan
III,W,2212717,1,nan
III,W,2212732,87,nan
III,W,2212733,5,nan
III,W,2213085,3,nan
III,W,2214039,2,nan
III,W,2214210,6,nan
III,W,2214282,1,nan
III,W,2214847,1,nan
III,W,2215048,3,nan
III,W,2215740,2,nan
III,W,2216068,4,nan
III,W,2216757,1,nan
III,W,2216766,1,nan
III,W,2216998,231,nan
III,W,2216999,1,nan
III,W,2217087,1,nan
III,W,2217166,3,nan
III,W,2217368,1,nan
III,W,2217384,1,nan
III,W,2217477,63,nan
III,W,2217534,2,nan
III,W,2217702,12,nan
III,W,2217718,13,nan
III,W,2217722,20,nan
III,W,2217828,20,nan
III,W,2217830,5,nan
III,W,2217967,2,nan
III,W,2218047,1,nan
III,W,2218144,1258,nan
III,W,2218288,1,nan
III,W,2218300,9,nan
III,W,2218331,6,nan
III,W,2218341,1,nan
III,W,2218342,286,nan
III,W,2218348,2,nan
III,W,2218350,88,nan
III,W,2218351,1,nan
III,W,2218354,1,nan
III,W,2218432,1,nan
III,W,2218436,1,nan
III,W,2218468,1,nan
III,W,2218520,1,nan
III,W,2218531,1,nan
III,W,2218721,1,nan
III,W,2218724,140,nan
III,W,2218778,2,nan
III,W,2218782,1,nan
III,W,2218797,15,nan
III,W,2218906,1,nan
III,W,2219093,1,nan
III,W,2219145,3,nan
III,W,2219164,3,nan
III,W,2219213,1,nan
III,W,2219421,2,nan
III,W,2219573,1,nan
III,W,2220386,4,nan
III,W,2220390,1,nan
III,W,2220393,1,nan
III,W,2220394,212,nan
III,W,2220396,1,nan
III,W,2220462,1,nan
III,W,2220464,1,nan
III,W,2220498,4,nan
III,W,2220616,2,nan
III,W,2220628,3,nan
III,W,2220631,2,nan
III,W,2220647,1,nan
III,W,2220686,1,nan
III,W,2220706,182,nan
III,W,2220742,2,nan
III,W,2220748,2,nan
III,W,2220759,12,nan
III,W,2220818,114,nan
III,W,2220822,1,nan
III,W,2220958,1,nan
III,W,2220979,2,nan
III,W,2221095,1,nan
III,W,2221100,1,nan
III,W,2221175,1,nan
III,W,2221235,2,nan
III,W,2221272,1,nan
III,W,2221308,1,nan
III,W,2221503,6,nan
III,W,2221543,66,nan
III,W,2221545,331,nan
III,W,2221552,150,nan
III,W,2221553,1,nan
III,W,2221563,16,nan
III,W,2221568,1,nan
III,W,2221571,1,nan
III,W,2221589,1,nan
III,W,2221643,2,nan
III,W,2221650,1,nan
III,W,2221710,6,nan
III,W,2221782,4,nan
III,W,2221886,35,nan
III,W,2221913,1,nan
III,W,2222144,11,nan
III,W,2222279,15,nan
III,W,2222432,2,nan
III,W,2222455,1,nan
III,W,2222589,6,nan
III,W,2222596,3,nan
III,W,2222598,1,nan
III,W,2222624,1,nan
III,W,2222647,2,nan
III,W,2222648,204,nan
III,W,2222766,49,nan
III,W,2222789,2,nan
III,W,2222804,2,nan
III,W,2222806,2,nan
III,W,2222951,9,nan
III,W,2222954,2,nan
III,W,2222955,350,nan
III,W,2222957,3,nan
III,W,2222958,1,nan
III,W,2222959,1,nan
III,W,2222972,3,nan
III,W,2222977,1,nan
III,W,2222978,341,nan
III,W,2222998,2,nan
III,W,2222999,581,nan
III,W,2223001,2,nan
III,W,2223215,2,nan
III,W,2223450,2,nan
III,W,2224088,1,nan
III,W,2224099,1,nan
III,W,2224250,2,nan
III,W,2224265,396,nan
III,W,2224351,1,nan
III,W,2224400,1,nan
III,W,2224427,49,nan
III,W,2224436,1,nan
III,W,2224456,17,nan
III,W,2224611,647,nan
III,W,2224612,4,nan
III,W,2224691,2,nan
III,W,2224763,1,nan
III,W,2224777,2,nan
III,W,2224830,22,nan
III,W,2224831,4,nan
III,W,2224943,2,nan
III,W,2224949,1,nan
III,W,2224967,1,nan
III,W,2225094,4,nan
III,W,2225141,1,nan
III,W,2225160,15,nan
III,W,2225573,1,nan
III,W,2225593,1,nan
III,W,2225847,1,nan
III,W,2225848,4,nan
III,W,2225864,2,nan
III,W,2226095,1,nan
III,W,2227127,1,nan
III,W,2227177,1,nan
III,W,2227992,1,nan
III,W,2228201,1,nan
III,W,2228305,1,nan
III,W,2229753,3,nan
III,W,2229769,1,nan
III,W,2229942,1,nan
III,W,2229944,212,nan
III,W,2230259,2,nan
III,W,2230270,92,nan
III,W,2230283,5,nan
III,W,2230330,1,nan
III,W,2230352,1,nan
III,W,2230364,8,nan
III,W,2230400,1,nan
III,W,2230412,1,nan
III,W,2230422,7,nan
III,W,2230463,2,nan
III,W,2230501,2,nan
III,W,2230505,16,nan
III,W,2230516,3,nan
III,W,2230529,60,nan
III,W,2230556,106,nan
III,W,2230638,101,nan
III,W,2230646,1,nan
III,W,2230648,5,nan
III,W,2230664,3,nan
III,W,2230666,3,nan
III,W,2230740,1,nan
III,W,2230837,50,nan
III,W,2230844,1,nan
III,W,2230845,296,nan
III,W,2231281,27,nan
III,W,2231325,8,nan
III,W,2231407,19,nan
III,W,2231424,2,nan
III,W,2231463,1,nan
III,W,2231531,1,nan
III,W,2231551,1,nan
III,W,2231576,1,nan
III,W,2231602,1,nan
III,W,2231603,461,nan
III,W,2231813,1,nan
III,W,2231814,11,nan
III,W,2231869,1,nan
III,W,2231911,1,nan
III,W,2231954,14,nan
III,W,2232093,3,nan
III,W,2232528,1,nan
III,W,2233029,1,nan
III,W,2233062,2,nan
III,W,2233221,92,nan
III,W,2233222,1,nan
III,W,2233258,142,nan
III,W,2233311,22,nan
III,W,2233573,1,nan
III,W,2233625,952,nan
III,W,2233626,1,nan
III,W,2233663,2,nan
III,W,2233807,2,nan
III,W,2233928,1,nan
III,W,2233996,14,nan
III,W,2234030,1,nan
III,W,2234359,1,nan
III,W,2234382,1,nan
III,W,2234388,1,nan
III,W,2234501,1,nan
III,W,2234629,1,nan
III,W,2234668,1,nan
III,W,2235027,1,nan
III,W,2235043,2,nan
III,W,2235045,1,nan
III,W,2235471,1,nan
III,W,2235491,7,nan
III,W,2235511,2,nan
III,W,2235520,1,nan
III,W,2235526,41,nan
III,W,2235618,1,nan
III,W,2235740,26,nan
III,W,2235788,3,nan
III,W,2235797,1,nan
III,W,2236064,1,nan
III,W,2236071,2,nan
III,W,2236143,2,nan
III,W,2236182,2,nan
III,W,2236301,2,nan
III,W,2236329,1,nan
III,W,2236379,4,nan
III,W,2236386,1,nan
III,W,2236430,1,nan
III,W,2236665,1,nan
III,W,2236671,1,nan
III,W,2236672,550,nan
III,W,2236861,2,nan
III,W,2236868,3,nan
III,W,2236895,1,nan
III,W,2236968,1,nan
III,W,2237347,2,nan
III,W,2237367,1,nan
III,W,2237439,1,nan
III,W,2237449,1,nan
III,W,2237794,5,nan
III,W,2237947,4,nan
III,W,2238168,4,nan
III,W,2238481,1,nan
III,W,2238602,2,nan
III,W,2239290,1,nan
III,W,2239339,1,nan
III,W,2239340,141,nan
III,W,2239341,2,nan
III,W,2239346,236,nan
III,W,2239348,2,nan
III,W,2239352,11,nan
III,W,2239356,301,nan
III,W,2239357,2,nan
III,W,2239360,453,nan
III,W,2239361,2,nan
III,W,2239377,2,nan
III,W,2239381,1,nan
III,W,2239402,1,nan
III,W,2239426,107,nan
III,W,2239428,3,nan
III,W,2239434,2,nan
III,W,2239464,1,nan
III,W,2239467,23,nan
III,W,2239469,1,nan
III,W,2239519,2,nan
III,W,2239596,2,nan
III,W,2239598,3,nan
III,W,2239718,2,nan
III,W,2239771,2,nan
III,W,2239786,3,nan
III,W,2239825,3,nan
III,W,2239837,30,nan
III,W,2239838,1376,nan
III,W,2239847,9,nan
III,W,2239849,23,nan
III,W,2240694,2,nan
III,W,2240901,1,nan
III,W,2240927,1,nan
III,W,2241710,4,nan
III,W,2242072,1,nan
III,W,2242097,1,nan
III,W,2242101,2,nan
III,W,2242153,2,nan
III,W,2242155,1,nan
III,W,2242161,2,nan
III,W,2242163,3,nan
III,W,2242274,1,nan
III,W,2242282,5,nan
III,W,2242294,1,nan
III,W,2242295,198,nan
III,W,2242304,53,nan
III,W,2242308,26,nan
III,W,2242310,160,nan
III,W,2242316,1,nan
III,W,2242330,3,nan
III,W,2242352,9,nan
III,W,2242360,2,nan
III,W,2242362,6,nan
III,W,2242521,1,nan
III,W,2242548,2,nan
III,W,2242556,1,nan
III,W,2242755,1,nan
III,W,2242787,1,nan
III,W,2242836,1,nan
III,W,2242921,3,nan
III,W,2243049,2,nan
III,W,2243213,1,nan
III,W,2243684,2,nan
III,W,2243775,1,nan
III,W,2243777,1,nan
III,W,2243823,16,nan
III,W,2243839,3,nan
III,W,2243840,2,nan
III,W,2244405,1,nan
III,W,2244546,1,nan
III,W,2244573,1,nan
III,W,2244752,1,nan
III,W,2244790,1,nan
III,W,2244911,1,nan
III,W,2244957,1,nan
III,W,2245326,1,nan
III,W,2245480,2,nan
III,W,2245496,1,nan
III,W,2245511,510,nan
III,W,2245514,6,nan
III,W,2245538,1,nan
III,W,2245552,2,nan
III,W,2245792,15,nan
III,W,2245832,13,nan
III,W,2245840,42,nan
III,W,2245853,1,nan
III,W,2246011,1,nan
III,W,2246047,1,nan
III,W,2246049,2,nan
III,W,2246429,2,nan
III,W,2246434,1,nan
III,W,2246449,1,nan
III,W,2246472,4,nan
III,W,2246517,36,nan
III,W,2246528,3,nan
III,W,2246726,2,nan
III,W,2247051,3,nan
III,W,2247450,58,nan
III,W,2248214,64,nan
III,W,2248220,79,nan
III,W,2248237,7,nan
III,W,2248341,12,nan
III,W,2248343,3,nan
III,W,2248372,9,nan
III,W,2248379,1,nan
III,W,2248520,1,nan
III,W,2248553,1,nan
III,W,2248554,634,nan
III,W,2248560,1,nan
III,W,2248562,97,nan
III,W,2248575,1,nan
III,W,2248590,1,nan
III,W,2248619,1,nan
III,W,2248724,1,nan
III,W,2248756,6,nan
III,W,2248761,3,nan
III,W,2248765,1,nan
III,W,2248830,2,nan
III,W,2248838,2,nan
III,W,2248848,1,nan
III,W,2248865,1,nan
III,W,2248889,1,nan
III,W,2248891,1,nan
III,W,2248909,374,nan
III,W,2248915,9,nan
III,W,2248917,1,nan
III,W,2248919,1,nan
III,W,2248961,76,nan
III,W,2248962,2,nan
III,W,2248966,1,nan
III,W,2249004,2,nan
III,W,2249033,1,nan
III,W,2249111,1,nan
III,W,2249114,1,nan
III,W,2249126,3,nan
III,W,2249136,31,nan
III,W,2249166,3,nan
III,W,2249191,1,nan
III,W,2249193,3,nan
III,W,2249199,1,nan
III,W,2249249,1,nan
III,W,2249958,1,nan
III,W,2250143,1,nan
III,W,2250262,1,nan
III,W,2250953,1,nan
III,W,2251492,1,nan
III,W,2251947,1,nan
III,W,2253266,1,nan
III,W,2255486,4,nan
III,W,2255691,1,nan
III,W,2255971,1,nan
III,W,2256136,1,nan
III,W,2256166,1,nan
III,W,2256308,3,nan
III,W,2256551,2,nan
III,W,2256593,1,nan
III,W,2256614,1,nan
III,W,2256619,2,nan
III,W,2256622,1,nan
III,W,2256626,3,nan
III,W,2256630,26,nan
III,W,2256635,437,nan
III,W,2256636,1,nan
III,W,2256656,2,nan
III,W,2256660,2,nan
III,W,2256663,2,nan
III,W,2256664,4,nan
III,W,2256665,2,nan
III,W,2256671,4,nan
III,W,2256740,25,nan
III,W,2256743,315,nan
III,W,2256746,2,nan
III,W,2256747,1,nan
III,W,2256748,18,nan
III,W,2256757,303,nan
III,W,2256763,25,nan
III,W,2256772,6,nan
III,W,2256773,1,nan
III,W,2256779,12,nan
III,W,2256780,4,nan
III,W,2256787,3,nan
III,W,2256792,115,nan
III,W,2256807,3,nan
III,W,2256809,1,nan
III,W,2256817,2,nan
III,W,2256853,1,nan
III,W,2256861,3,nan
III,W,2256869,2,nan
III,W,2256941,1,nan
III,W,2257036,2,nan
III,W,2257109,2,nan
III,W,2257120,2,nan
III,W,2257208,1,nan
III,W,2257225,1,nan
III,W,2257241,28,nan
III,W,2257254,36,nan
III,W,2257262,3,nan
III,W,2257271,1,nan
III,W,2257284,12,nan
III,W,2257286,1,nan
III,W,2257306,1,nan
III,W,2257334,7,nan
III,W,2257420,17,nan
III,W,2257444,289,nan
III,W,2257445,1,nan
III,W,2257450,3,nan
III,W,2257470,1,nan
III,W,2257484,1,nan
III,W,2257485,1,nan
III,W,2257486,178,nan
III,W,2257495,3,nan
III,W,2257538,1,nan
III,W,2257656,6,nan
III,W,2257672,1,nan
III,W,2257688,30,nan
III,W,2257690,1,nan
III,W,2257695,1,nan
III,W,2257697,11,nan
III,W,2257715,1,nan
III,W,2257734,41,nan
III,W,2257736,1,nan
III,W,2257767,21,nan
III,W,2257792,1,nan
III,W,2257877,85,nan
III,W,2257882,1,nan
III,W,2257884,17,nan
III,W,2257922,1,nan
III,W,2257971,52,nan
III,W,2257976,33,nan
III,W,2257983,1,nan
III,W,2258002,3,nan
III,W,2258020,59,nan
III,W,2258023,50,nan
III,W,2258128,2,nan
III,W,2258135,1,nan
III,W,2258136,165,nan
III,W,2258154,2,nan
III,W,2258202,3,nan
III,W,2258218,1,nan
III,W,2258219,52,nan
III,W,2258232,1,nan
III,W,2258234,2,nan
III,W,2258235,5,nan
III,W,2258242,4,nan
III,W,2258243,39,nan
III,W,2258256,12,nan
III,W,2258272,2,nan
III,W,2258286,1,nan
III,W,2258287,50,nan
III,W,2258306,1,nan
III,W,2258309,1,nan
III,W,2258310,105,nan
III,W,2258334,114,nan
III,W,2258335,1,nan
III,W,2258346,3,nan
III,W,2258350,66,nan
III,W,2258377,13,nan
III,W,2258379,1,nan
III,W,2258386,4,nan
III,W,2258395,1,nan
III,W,2258396,601,nan
III,W,2258397,1,nan
III,W,2258424,1,nan
III,W,2258512,3,nan
III,W,2258550,1,nan
III,W,2258552,4,nan
III,W,2258631,2,nan
III,W,2258653,158,nan
III,W,2258667,1,nan
III,W,2258669,1,nan
III,W,2258758,1,nan
III,W,2258781,1,nan
III,W,2258787,1,nan
III,W,2258823,2,nan
III,W,2258833,1,nan
III,W,2258857,16,nan
III,W,2258869,6,nan
III,W,2258871,1,nan
III,W,2258906,2,nan
III,W,2258922,12,nan
III,W,2258923,1,nan
III,W,2258931,15,nan
III,W,2258942,373,nan
III,W,2258944,35,nan
III,W,2259015,1,nan
III,W,2259022,4,nan
III,W,2259050,1,nan
III,W,2259051,176,nan
III,W,2259252,1,nan
III,W,2259308,1,nan
III,W,2259350,1,nan
III,W,2259367,5,nan
III,W,2259412,1,nan
III,W,2259436,1,nan
III,W,2259459,2,nan
III,W,2259476,9,nan
III,W,2259504,1,nan
III,W,2259538,1,nan
III,W,2259563,2,nan
III,W,2259610,49,nan
III,W,2259635,2,nan
III,W,2259653,2,nan
III,W,2259803,2,nan
III,W,2259805,106,nan
III,W,2259869,1,nan
III,W,2259966,12,nan
III,W,2259971,3,nan
III,W,2259977,1,nan
III,W,2259978,465,nan
III,W,2259980,337,nan
III,W,2259982,3,nan
III,W,2259983,765,nan
III,W,2259996,38,nan
III,W,2260000,120,nan
III,W,2260004,8,nan
III,W,2260031,4,nan
III,W,2260038,4,nan
III,W,2260040,5,nan
III,W,2260047,11,nan
III,W,2260171,1,nan
III,W,2260601,1,nan
III,W,2260636,2,nan
III,W,2261093,1,nan
III,W,2261239,1,nan
III,W,2261458,2,nan
III,W,2261521,1,nan
III,W,2261612,1,nan
III,W,2261782,5,nan
III,W,2261905,1,nan
III,W,2262158,1,nan
III,W,2262319,4,nan
III,W,2262321,1,nan
III,W,2262770,1,nan
III,W,2262928,1,nan
III,W,2263071,1,nan
III,W,2263253,1,nan
III,W,2263449,1,nan
III,W,2263469,609,nan
III,W,2263656,1,nan
III,W,2263694,1,nan
III,W,2263728,1,nan
III,W,2263732,1,nan
III,W,2263770,3,nan
III,W,2263805,2,nan
III,W,2263807,1003,nan
III,W,2263808,2,nan
III,W,2263855,1,nan
III,W,2263947,2,nan
III,W,2263948,72,nan
III,W,2263977,5,nan
III,W,2264237,1,nan
III,W,2264238,103,nan
III,W,2264244,1,nan
III,W,2264521,12,nan
III,W,2264652,3,nan
III,W,2264685,221,nan
III,W,2264843,5,nan
III,W,2265015,3,nan
III,W,2265071,73,nan
III,W,2265166,1,nan
III,W,2265240,1,nan
III,W,2265293,95,nan
III,W,2265319,4,nan
III,W,2265332,24,nan
III,W,2265372,1,nan
III,W,2265459,25,nan
III,W,2265756,1,nan
III,W,2265956,1,nan
III,W,2265960,51,nan
III,W,2265979,1,nan
III,W,2266057,154,nan
III,W,2266154,1,nan
III,W,2266184,12,nan
III,W,2266612,1,nan
III,W,2266684,3,nan
III,W,2266691,1,nan
III,W,2266712,1,nan
III,W,2266790,1,nan
III,W,2267177,2,nan
III,W,2267263,1,nan
III,W,2267387,2,nan
III,W,2267400,4,nan
III,W,2267478,1,nan
III,W,2267526,1,nan
III,W,2267770,1,nan
III,W,2267856,1,nan
III,W,2267862,1,nan
III,W,2267934,1,nan
III,W,2267935,52,nan
III,W,2267948,2,nan
III,W,2267949,123,nan
III,W,2267953,148,nan
III,W,2267964,29,nan
III,W,2267966,17,nan
III,W,2267974,4,nan
III,W,2267994,1,nan
III,W,2268124,1,nan
III,W,2268168,3,nan
III,W,2268172,57,nan
III,W,2268288,238,nan
III,W,2268338,13,nan
III,W,2268400,2,nan
III,W,2268407,1,nan
III,W,2268442,126,nan
III,W,2268528,95,nan
III,W,2268751,8,nan
III,W,2268904,1,nan
III,W,2268945,1,nan
III,W,2268973,3,nan
III,W,2269591,1,nan
III,W,2269593,2,nan
III,W,2269602,2,nan
III,W,2269765,7,nan
III,W,2269845,71,nan
III,W,2269849,10,nan
III,W,2269880,2,nan
III,W,2270036,15,nan
III,W,2270070,3,nan
III,W,2270085,39,nan
III,W,2270089,4,nan
III,W,2270092,15,nan
III,W,2270112,261,nan
III,W,2270129,1,nan
III,W,2270281,1,nan
III,W,2270282,124,nan
III,W,2270298,2,nan
III,W,2270358,2,nan
III,W,2270362,1,nan
III,W,2270376,1,nan
III,W,2270377,69,nan
III,W,2270428,3,nan
III,W,2270552,1,nan
III,W,2270555,1,nan
III,W,2270734,3,nan
III,W,2270752,3,nan
III,W,2270759,15,nan
III,W,2270760,6,nan
III,W,2270768,17,nan
III,W,2270892,1,nan
III,W,2271048,87,nan
III,W,2271192,13,nan
III,W,2271222,11,nan
III,W,2271228,1,nan
III,W,2271387,3,nan
III,W,2271480,1,nan
III,W,2271543,1,nan
III,W,2271632,2,nan
III,W,2271778,1,nan
III,W,2271799,4,nan
III,W,2271870,1,nan
III,W,2271873,1,nan
III,W,2271913,1,nan
III,W,2272119,1,nan
III,W,2272205,1,nan
III,W,2272336,68,nan
III,W,2272338,1,nan
III,W,2272389,1,nan
III,W,2272391,1,nan
III,W,2272409,102,nan
III,W,2272439,40,nan
III,W,2272465,1,nan
III,W,2272522,1,nan
III,W,2272531,1,nan
III,W,2272568,2,nan
III,W,2272658,1,nan
III,W,2272805,1,nan
III,W,2272973,2,nan
III,W,2273075,1,nan
III,W,2273259,17,nan
III,W,2273260,1,nan
III,W,2273817,2,nan
III,W,2273825,3,nan
III,W,2273917,1,nan
III,W,2273948,1,nan
III,W,2273952,3,nan
III,W,2273959,45,nan
III,W,2273966,1,nan
III,W,2273973,656,nan
III,W,2273974,2,nan
III,W,2273992,1,nan
III,W,2273994,4,nan
III,W,2273997,25,nan
III,W,2274015,26,nan
III,W,2274201,1,nan
III,W,2274427,2,nan
III,W,2274493,1,nan
III,W,2274517,2,nan
III,W,2274520,2,nan
III,W,2274966,1,nan
III,W,2275121,4,nan
III,W,2275146,2,nan
III,W,2275243,1,nan
III,W,2275315,18,nan
III,W,2275398,1,nan
III,W,2275453,6,nan
III,W,2275479,1,nan
III,W,2275485,6,nan
III,W,2275581,2,nan
III,W,2275824,1,nan
III,W,2275922,2,nan
III,W,2275953,2,nan
III,W,2275954,878,nan
III,W,2276104,2,nan
III,W,2276148,4,nan
III,W,2276279,1,nan
III,W,2276301,1,nan
III,W,2276426,6,nan
III,W,2276433,2,nan
III,W,2276441,1,nan
III,W,2276442,483,nan
III,W,2276495,1,nan
III,W,2276503,905,nan
III,W,2276504,1,nan
III,W,2276669,70,nan
III,W,2276783,1,nan
III,W,2276823,4,nan
III,W,2276827,44,nan
III,W,2276830,31,nan
III,W,2276855,2,nan
III,W,2276890,1,nan
III,W,2276920,27,nan
III,W,2276947,154,nan
III,W,2276959,253,nan
III,W,2276964,2,nan
III,W,2276971,1,nan
III,W,2276973,22,nan
III,W,2277089,1,nan
III,W,2277104,1,nan
III,W,2277145,123,nan
III,W,2277357,1,nan
III,W,2277438,1,nan
III,W,2277450,3,nan
III,W,2277477,963,nan
III,W,2277478,2,nan
III,W,2277486,1,nan
III,W,2277551,3,nan
III,W,2277791,2,nan
III,W,2277833,3,nan
III,W,2277835,4,nan
III,W,2277836,1,nan
III,W,2277837,527,nan
III,W,2277838,1,nan
III,W,2277841,76,nan
III,W,2277854,15,nan
III,W,2277860,1,nan
III,W,2278158,1,nan
III,W,2278441,1,nan
III,W,2278452,1,nan
III,W,2278595,2,nan
III,W,2278798,2,nan
III,W,2278906,1,nan
III,W,2278909,9,nan
III,W,2278966,1,nan
III,W,2279058,40,nan
III,W,2279069,2,nan
III,W,2279070,1,nan
III,W,2279088,2,nan
III,W,2279136,1,nan
III,W,2279141,1,nan
III,W,2279209,1,nan
III,W,2279213,1,nan
III,W,2279230,1,nan
III,W,2279238,4,nan
III,W,2279242,4,nan
III,W,2279997,1,nan
III,W,2280073,1,nan
III,W,2280126,3,nan
III,W,2280128,2,nan
III,W,2280256,112,nan
III,W,2280273,1,nan
III,W,2280333,1,nan
III,W,2280336,1,nan
III,W,2280338,1,nan
III,W,2280339,534,nan
III,W,2280359,262,nan
III,W,2280367,1,nan
III,W,2280380,1,nan
III,W,2280388,1,nan
III,W,2280407,2,nan
III,W,2280431,14,nan
III,W,2280433,64,nan
III,W,2280485,2,nan
III,W,2280486,2,nan
III,W,2280526,1,nan
III,W,2280529,3,nan
III,W,2280531,3,nan
III,W,2280603,117,nan
III,W,2280615,191,nan
III,W,2280634,1,nan
III,W,2280667,5,nan
III,W,2280721,1,nan
III,W,2280740,7,nan
III,W,2280796,40,nan
III,W,2281032,11,nan
III,W,2281073,5,nan
III,W,2281186,57,nan
III,W,2281286,2,nan
III,W,2281381,1,nan
III,W,2281437,1,nan
III,W,2281481,3,nan
III,W,2281690,1,nan
III,W,2281838,2,nan
III,W,2281864,1,nan
III,W,2281894,4,nan
III,W,2282043,17,nan
III,W,2282256,2,nan
III,W,2282568,3,nan
III,W,2282637,124,nan
III,W,2282677,1,nan
III,W,2282776,1,nan
III,W,2282974,1,nan
III,W,2283103,1,nan
III,W,2283118,1,nan
III,W,2283212,2,nan
III,W,2283241,10,nan
III,W,2283267,1,nan
III,W,2283291,36,nan
III,W,2283353,1,nan
III,W,2283464,1,nan
III,W,2283594,1,nan
III,W,2283643,1,nan
III,W,2283671,7,nan
III,W,2283802,1,nan
III,W,2283960,1,nan
III,W,2283979,41,nan
III,W,2284011,7,nan
III,W,2284020,1,nan
III,W,2284188,1,nan
III,W,2284189,1,nan
III,W,2284216,3,nan
III,W,2284237,1,nan
III,W,2284241,1,nan
III,W,2284247,1,nan
III,W,2284305,1,nan
III,W,2284339,1,nan
III,W,2284424,19,nan
III,W,2284475,16,nan
III,W,2284485,79,nan
III,W,2284564,1,nan
III,W,2284689,7,nan
III,W,2284710,1,nan
III,W,2284711,1,nan
III,W,2284801,1,nan
III,W,2284950,3,nan
III,W,2284967,642,nan
III,W,2284984,28,nan
III,W,2284987,163,nan
III,W,2284992,12,nan
III,W,2284999,1,nan
